 #
   0.00000E+00   2.00000E-01   8.72907E+05   8.30175E-01   0.00000E+00   0.00000E+00   0.00000E+00
   9.45275E-14   2.00000E-01   8.72907E+05   8.30175E-01   5.46790E-24   6.60001E-01   8.40001E-02
   5.67165E-13   2.00000E-01   8.72907E+05   8.30175E-01   5.59928E-24   6.60001E-01   8.40001E-02
   2.93035E-12   2.00000E-01   8.72907E+05   8.30175E-01   6.18650E-24   6.60001E-01   8.40001E-02
   1.47463E-11   2.00000E-01   8.72907E+05   8.30175E-01   8.02939E-24   6.60001E-01   8.40001E-02
   7.38259E-11   2.00000E-01   8.72907E+05   8.30175E-01   1.03528E-23   6.60001E-01   8.40001E-02
   3.69224E-10   2.00000E-01   8.72907E+05   8.30175E-01   1.10866E-23   6.60001E-01   8.40001E-02
   1.84622E-09   2.00000E-01   8.72907E+05   8.30175E-01   1.11354E-23   6.60001E-01   8.40001E-02
   9.23117E-09   2.00000E-01   8.72907E+05   8.30175E-01   1.11357E-23   6.60001E-01   8.40001E-02
   4.61560E-08   2.00000E-01   8.72907E+05   8.30175E-01   1.11344E-23   6.60001E-01   8.40001E-02
   2.30780E-07   2.00000E-01   8.72907E+05   8.30175E-01   1.11308E-23   6.60001E-01   8.40001E-02
   1.15390E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.11164E-23   6.60001E-01   8.40001E-02
   1.30023E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.11141E-23   6.60001E-01   8.40001E-02
   1.46347E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.11116E-23   6.60001E-01   8.40001E-02
   1.64584E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.11088E-23   6.60001E-01   8.40001E-02
   1.84996E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.11058E-23   6.60001E-01   8.40001E-02
   2.07891E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.11025E-23   6.60000E-01   8.40001E-02
   2.33628E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10988E-23   6.60000E-01   8.40001E-02
   2.62640E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10948E-23   6.60000E-01   8.40001E-02
   2.95441E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10903E-23   6.60000E-01   8.40001E-02
   3.32660E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10854E-23   6.60000E-01   8.40001E-02
   3.75063E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10801E-23   6.60000E-01   8.40001E-02
   4.23605E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10742E-23   6.60000E-01   8.40001E-02
   4.79488E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10677E-23   6.60000E-01   8.40001E-02
   5.44254E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10605E-23   6.60000E-01   8.40001E-02
   6.19921E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10527E-23   6.60000E-01   8.40001E-02
   7.09189E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10441E-23   6.60000E-01   8.40001E-02
   8.04135E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10356E-23   6.60000E-01   8.40001E-02
   8.99157E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10277E-23   6.60000E-01   8.40001E-02
   9.94260E-06   2.00000E-01   8.72907E+05   8.30175E-01   1.10204E-23   6.60000E-01   8.40001E-02
   1.08945E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.10137E-23   6.60000E-01   8.40001E-02
   1.18474E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.10074E-23   6.60000E-01   8.40001E-02
   1.28012E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.10015E-23   6.60000E-01   8.40001E-02
   1.37562E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09961E-23   6.60000E-01   8.40001E-02
   1.47124E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09910E-23   6.60000E-01   8.40001E-02
   1.56699E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09863E-23   6.60000E-01   8.40001E-02
   1.66288E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09820E-23   6.60000E-01   8.40001E-02
   1.75892E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09779E-23   6.60000E-01   8.40001E-02
   1.85512E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09741E-23   6.60000E-01   8.40001E-02
   1.95150E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09706E-23   6.60000E-01   8.40001E-02
   2.04807E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09673E-23   6.60000E-01   8.40001E-02
   2.14485E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09642E-23   6.60000E-01   8.40001E-02
   2.24186E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09614E-23   6.60000E-01   8.40001E-02
   2.33911E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09587E-23   6.60000E-01   8.40001E-02
   2.43662E-05   2.00000E-01   8.72907E+05   8.30175E-01   1.09562E-23   6.60000E-01   8.40001E-02
