#         time [s]      timestep [s]  temperature [T9]  density [g/cm^3]
    3.11191893E+02    2.60138691E-02    4.12977913E-01    9.22884729E+05
    3.11217443E+02    2.55504623E-02    4.14889325E-01    9.21302469E+05
    3.11241391E+02    2.39470554E-02    4.16648364E-01    9.19809854E+05
    3.11264130E+02    2.27398645E-02    4.18387182E-01    9.18397110E+05
    3.11285734E+02    2.16037570E-02    4.20079638E-01    9.16963660E+05
    3.11304731E+02    1.89964354E-02    4.21623738E-01    9.15625486E+05
    3.11323657E+02    1.89267269E-02    4.23246883E-01    9.14302085E+05
    3.11342496E+02    1.88384529E-02    4.24755686E-01    9.13037420E+05
    3.11360743E+02    1.82471248E-02    4.26365921E-01    9.11664876E+05
    3.11379552E+02    1.88088589E-02    4.28009468E-01    9.10329425E+05
    3.11398364E+02    1.88120655E-02    4.29692574E-01    9.08961783E+05
    3.11417195E+02    1.88308103E-02    4.31415536E-01    9.07535699E+05
    3.11436064E+02    1.88689631E-02    4.33213334E-01    9.06030177E+05
    3.11452123E+02    1.60592246E-02    4.34802253E-01    9.04759741E+05
    3.11468106E+02    1.59828871E-02    4.36341811E-01    9.03440365E+05
    3.11484100E+02    1.59941572E-02    4.37927906E-01    9.02172126E+05
    3.11500095E+02    1.59956292E-02    4.39588737E-01    9.00851323E+05
    3.11516063E+02    1.59675545E-02    4.41214538E-01    8.99413845E+05
    3.11531690E+02    1.56264679E-02    4.42940484E-01    8.98119297E+05
    3.11546474E+02    1.47840674E-02    4.44545438E-01    8.96705759E+05
    3.11560563E+02    1.40892212E-02    4.46102818E-01    8.95370133E+05
    3.11574038E+02    1.34751332E-02    4.47622159E-01    8.94128828E+05
    3.11586964E+02    1.29261724E-02    4.49115723E-01    8.92950131E+05
    3.11599393E+02    1.24287219E-02    4.50616655E-01    8.91765613E+05
    3.11611353E+02    1.19597161E-02    4.52055671E-01    8.90569484E+05
    3.11622907E+02    1.15543960E-02    4.53435826E-01    8.89428398E+05
    3.11634114E+02    1.12066949E-02    4.54794578E-01    8.88309502E+05
    3.11645008E+02    1.08947276E-02    4.56159681E-01    8.87185665E+05
    3.11655610E+02    1.06016132E-02    4.57539906E-01    8.86049363E+05
    3.11665930E+02    1.03201223E-02    4.58866552E-01    8.85049607E+05
    3.11676009E+02    1.00793536E-02    4.60205759E-01    8.83982070E+05
    3.11685861E+02    9.85131041E-03    4.61561009E-01    8.82880879E+05
    3.11698504E+02    1.26431921E-02    4.63310129E-01    8.81410491E+05
    3.11710974E+02    1.24697013E-02    4.65057328E-01    8.79973653E+05
    3.11723280E+02    1.23064338E-02    4.66757421E-01    8.78633386E+05
    3.11735458E+02    1.21774757E-02    4.68592363E-01    8.77169901E+05
    3.11745767E+02    1.03096908E-02    4.70114729E-01    8.75943974E+05
    3.11756128E+02    1.03604794E-02    4.71696095E-01    8.74631072E+05
    3.11766539E+02    1.04109843E-02    4.73337556E-01    8.73341363E+05
    3.11776999E+02    1.04602631E-02    4.74982462E-01    8.71987309E+05
    3.11787537E+02    1.05384488E-02    4.76667842E-01    8.70604540E+05
    3.11798168E+02    1.06305967E-02    4.78439164E-01    8.69211962E+05
    3.11808887E+02    1.07185956E-02    4.80280430E-01    8.67791234E+05
    3.11819584E+02    1.06971325E-02    4.82121632E-01    8.66305722E+05
    3.11830292E+02    1.07078872E-02    4.84043925E-01    8.64820239E+05
    3.11840983E+02    1.06917238E-02    4.85960657E-01    8.63258512E+05
    3.11851550E+02    1.05665163E-02    4.87961169E-01    8.61676881E+05
    3.11861966E+02    1.04162813E-02    4.89945846E-01    8.60030747E+05
    3.11872252E+02    1.02863205E-02    4.91975222E-01    8.58403384E+05
    3.11882402E+02    1.01491809E-02    4.94060642E-01    8.56770334E+05
    3.11892404E+02    1.00019850E-02    4.96147709E-01    8.55179773E+05
    3.11899602E+02    7.19869717E-03    4.97662482E-01    8.53980259E+05
    3.11906782E+02    7.17962207E-03    4.99197128E-01    8.52705472E+05
    3.11913950E+02    7.16771483E-03    5.00762579E-01    8.51413158E+05
    3.11921109E+02    7.15933170E-03    5.02429073E-01    8.50151761E+05
    3.11928244E+02    7.13505593E-03    5.04122420E-01    8.48881789E+05
    3.11935362E+02    7.11820284E-03    5.05833316E-01    8.47589517E+05
    3.11942474E+02    7.11164371E-03    5.07511362E-01    8.46202581E+05
    3.11949604E+02    7.12990244E-03    5.09325249E-01    8.44791117E+05
    3.11956730E+02    7.12616262E-03    5.11177639E-01    8.43362198E+05
    3.11963860E+02    7.12955463E-03    5.13011817E-01    8.41910236E+05
    3.11971015E+02    7.15567152E-03    5.14952920E-01    8.40356602E+05
    3.11977104E+02    6.08850692E-03    5.16670653E-01    8.39020721E+05
    3.11983175E+02    6.07090461E-03    5.18414612E-01    8.37664062E+05
    3.11989234E+02    6.05963325E-03    5.20171415E-01    8.36245080E+05
    3.11995292E+02    6.05729508E-03    5.22043652E-01    8.34866362E+05
    3.12001337E+02    6.04543586E-03    5.23868655E-01    8.33452670E+05
    3.12007391E+02    6.05439628E-03    5.25793677E-01    8.31940307E+05
    3.12013450E+02    6.05838302E-03    5.27819904E-01    8.30411185E+05
    3.12019509E+02    6.05880587E-03    5.29799230E-01    8.28813329E+05
    3.12025591E+02    6.08198320E-03    5.31917585E-01    8.27189203E+05
    3.12031513E+02    5.92227695E-03    5.34059508E-01    8.25501279E+05
    3.12037138E+02    5.62565662E-03    5.36174488E-01    8.23857814E+05
    3.12043265E+02    6.12637077E-03    5.38568844E-01    8.22063566E+05
    3.12049414E+02    6.14922991E-03    5.41067068E-01    8.20230290E+05
    3.12055591E+02    6.17720828E-03    5.43647678E-01    8.18270726E+05
    3.12061808E+02    6.21624066E-03    5.46308802E-01    8.16193653E+05
    3.12068075E+02    6.26778440E-03    5.49166885E-01    8.13973534E+05
    3.12074179E+02    6.10415329E-03    5.52054163E-01    8.11807937E+05
    3.12079959E+02    5.77979956E-03    5.54953266E-01    8.09619091E+05
    3.12085436E+02    5.47678327E-03    5.57765525E-01    8.07455622E+05
    3.12090620E+02    5.18415508E-03    5.60587955E-01    8.05295538E+05
    3.12095473E+02    4.85279212E-03    5.63364873E-01    8.03243833E+05
    3.12100149E+02    4.67553376E-03    5.66117453E-01    8.01234198E+05
    3.12104499E+02    4.35075070E-03    5.68722885E-01    7.99225729E+05
    3.12108575E+02    4.07586186E-03    5.71369219E-01    7.97335231E+05
    3.12112395E+02    3.81974525E-03    5.73849632E-01    7.95494549E+05
    3.12115998E+02    3.60331575E-03    5.76270014E-01    7.93631466E+05
    3.12119409E+02    3.41092662E-03    5.78676347E-01    7.91752614E+05
    3.12122644E+02    3.23490026E-03    5.81062839E-01    7.90038178E+05
    3.12125717E+02    3.07259823E-03    5.83387107E-01    7.88333446E+05
    3.12128644E+02    2.92717498E-03    5.85622278E-01    7.86732702E+05
    3.12131443E+02    2.79869435E-03    5.87867846E-01    7.85024534E+05
    3.12134426E+02    2.98302926E-03    5.90310785E-01    7.83197625E+05
    3.12137231E+02    2.80501804E-03    5.92694167E-01    7.81492568E+05
    3.12139877E+02    2.64600331E-03    5.95004248E-01    7.79824543E+05
    3.12142382E+02    2.50563283E-03    5.97223883E-01    7.78213284E+05
    3.12144766E+02    2.38346966E-03    5.99428290E-01    7.76588825E+05
    3.12147037E+02    2.27166234E-03    6.01530947E-01    7.75039493E+05
    3.12149214E+02    2.17620045E-03    6.03605935E-01    7.73554987E+05
    3.12151304E+02    2.09005119E-03    6.05642736E-01    7.72067022E+05
    3.12153317E+02    2.01358918E-03    6.07605001E-01    7.70595309E+05
    3.12155266E+02    1.94892087E-03    6.09559402E-01    7.69170855E+05
    3.12157157E+02    1.89066647E-03    6.11541291E-01    7.67788991E+05
    3.12158993E+02    1.83621914E-03    6.13472957E-01    7.66410055E+05
    3.12160784E+02    1.79108952E-03    6.15329912E-01    7.65013780E+05
    3.12162541E+02    1.75692091E-03    6.17223345E-01    7.63644221E+05
    3.12164267E+02    1.72603860E-03    6.19157824E-01    7.62298636E+05
    3.12165965E+02    1.69836899E-03    6.20987688E-01    7.60971784E+05
    3.12167650E+02    1.68447260E-03    6.22855481E-01    7.59613129E+05
    3.12169325E+02    1.67495871E-03    6.24730640E-01    7.58311996E+05
    3.12170997E+02    1.67259520E-03    6.26630453E-01    7.57005863E+05
    3.12172674E+02    1.67699760E-03    6.28575569E-01    7.55626313E+05
    3.12174362E+02    1.68752544E-03    6.30528097E-01    7.54236437E+05
    3.12176070E+02    1.70840466E-03    6.32537029E-01    7.52794987E+05
    3.12177807E+02    1.73714431E-03    6.34581822E-01    7.51376897E+05
    3.12179585E+02    1.77738719E-03    6.36649437E-01    7.49917545E+05
    3.12181418E+02    1.83302301E-03    6.38884283E-01    7.48339959E+05
    3.12183309E+02    1.89124448E-03    6.41089762E-01    7.46773356E+05
    3.12185286E+02    1.97692332E-03    6.43456072E-01    7.45108789E+05
    3.12187357E+02    2.07107186E-03    6.45966187E-01    7.43374972E+05
    3.12189534E+02    2.17724557E-03    6.48587219E-01    7.41584469E+05
    3.12191837E+02    2.30299478E-03    6.51348904E-01    7.39685475E+05
    3.12194283E+02    2.44576297E-03    6.54259365E-01    7.37620192E+05
    3.12196888E+02    2.60462966E-03    6.57409565E-01    7.35493150E+05
    3.12199644E+02    2.75637202E-03    6.60661662E-01    7.33224679E+05
    3.12202575E+02    2.93090625E-03    6.64155719E-01    7.30819147E+05
    3.12205657E+02    3.08237120E-03    6.67825937E-01    7.28308046E+05
    3.12208878E+02    3.22056376E-03    6.71716086E-01    7.25688690E+05
    3.12212197E+02    3.31894170E-03    6.75697648E-01    7.22967618E+05
    3.12215616E+02    3.41900092E-03    6.79908427E-01    7.20194039E+05
    3.12219075E+02    3.45886625E-03    6.84206472E-01    7.17261713E+05
    3.12222566E+02    3.49089311E-03    6.88681123E-01    7.14337967E+05
    3.12226043E+02    3.47756050E-03    6.93255700E-01    7.11280412E+05
    3.12229491E+02    3.44817637E-03    6.97992369E-01    7.08189203E+05
    3.12232869E+02    3.37787452E-03    7.02809472E-01    7.04994005E+05
    3.12236172E+02    3.30306571E-03    7.07690323E-01    7.01747600E+05
    3.12239115E+02    2.94278577E-03    7.12276641E-01    6.98815241E+05
    3.12241935E+02    2.82000483E-03    7.16911971E-01    6.95850695E+05
    3.12244654E+02    2.71919378E-03    7.21595367E-01    6.92739928E+05
    3.12247294E+02    2.63985167E-03    7.26370546E-01    6.89728376E+05
    3.12249869E+02    2.57463393E-03    7.31220548E-01    6.86636612E+05
    3.12252396E+02    2.52716566E-03    7.36226729E-01    6.83503692E+05
    3.12254813E+02    2.41660285E-03    7.41220010E-01    6.80314888E+05
    3.12257074E+02    2.26178840E-03    7.46166065E-01    6.77220005E+05
    3.12259194E+02    2.11910611E-03    7.50972391E-01    6.74184477E+05
    3.12261184E+02    1.99038000E-03    7.55663428E-01    6.71249712E+05
    3.12263057E+02    1.87321760E-03    7.60292628E-01    6.68403819E+05
    3.12264820E+02    1.76310645E-03    7.64775764E-01    6.65604449E+05
    3.12266459E+02    1.63920056E-03    7.69156418E-01    6.62926865E+05
    3.12267987E+02    1.52797663E-03    7.73341309E-01    6.60361254E+05
    3.12269418E+02    1.43059258E-03    7.77358177E-01    6.57942494E+05
    3.12270763E+02    1.34453959E-03    7.81273475E-01    6.55559087E+05
    3.12272030E+02    1.26704915E-03    7.85025823E-01    6.53274709E+05
    3.12273228E+02    1.19852746E-03    7.88629563E-01    6.51181474E+05
    3.12274366E+02    1.13755871E-03    7.92198808E-01    6.48969407E+05
    3.12275447E+02    1.08146480E-03    7.95632640E-01    6.47036398E+05
    3.12276478E+02    1.03124156E-03    7.98891375E-01    6.45041957E+05
    3.12277466E+02    9.87661900E-04    8.02133063E-01    6.43160604E+05
    3.12278413E+02    9.46972071E-04    8.05254286E-01    6.41364506E+05
    3.12279324E+02    9.10849892E-04    8.08206629E-01    6.39503538E+05
    3.12280204E+02    8.80024987E-04    8.11211454E-01    6.37792417E+05
    3.12281054E+02    8.50173229E-04    8.14054546E-01    6.36134077E+05
    3.12281879E+02    8.24870925E-04    8.16818712E-01    6.34521937E+05
    3.12282682E+02    8.02635887E-04    8.19546975E-01    6.32930854E+05
    3.12283464E+02    7.82695538E-04    8.22180982E-01    6.31440845E+05
    3.12284230E+02    7.65830507E-04    8.24808309E-01    6.29939929E+05
    3.12284981E+02    7.50786754E-04    8.27327624E-01    6.28425018E+05
    3.12285720E+02    7.39121174E-04    8.29805967E-01    6.27015368E+05
    3.12286450E+02    7.29794079E-04    8.32278790E-01    6.25614750E+05
    3.12287172E+02    7.22423925E-04    8.34729492E-01    6.24183638E+05
    3.12287890E+02    7.17401403E-04    8.37086947E-01    6.22878958E+05
    3.12288603E+02    7.13531611E-04    8.39398017E-01    6.21559677E+05
    3.12289300E+02    6.96388871E-04    8.41600284E-01    6.20239029E+05
    3.12289980E+02    6.80697727E-04    8.43770730E-01    6.19060997E+05
    3.12290646E+02    6.65597137E-04    8.45887744E-01    6.17924865E+05
    3.12291297E+02    6.51345900E-04    8.47921721E-01    6.16780527E+05
    3.12291935E+02    6.38180842E-04    8.49876146E-01    6.15675543E+05
    3.12292561E+02    6.25967122E-04    8.51768868E-01    6.14603237E+05
    3.12293176E+02    6.14539715E-04    8.53565179E-01    6.13576055E+05
    3.12293780E+02    6.04094736E-04    8.55292026E-01    6.12584441E+05
    3.12294374E+02    5.94415925E-04    8.56957040E-01    6.11624718E+05
    3.12294960E+02    5.85427371E-04    8.58578446E-01    6.10778446E+05
    3.12295537E+02    5.76898006E-04    8.60139531E-01    6.09937898E+05
    3.12296106E+02    5.69039228E-04    8.61629586E-01    6.09096107E+05
    3.12296668E+02    5.61910488E-04    8.63075292E-01    6.08245676E+05
    3.12297223E+02    5.55331107E-04    8.64490156E-01    6.07442834E+05
    3.12297772E+02    5.49148481E-04    8.65868500E-01    6.06721034E+05
    3.12298315E+02    5.43361362E-04    8.67201916E-01    6.05993386E+05
    3.12298854E+02    5.38108755E-04    8.68483111E-01    6.05286848E+05
    3.12299387E+02    5.33407440E-04    8.69680772E-01    6.04621594E+05
    3.12299916E+02    5.29433555E-04    8.70833324E-01    6.04005504E+05
    3.12300442E+02    5.25947651E-04    8.71977401E-01    6.03399932E+05
    3.12300965E+02    5.22771739E-04    8.73128599E-01    6.02790602E+05
    3.12301485E+02    5.19833935E-04    8.74231518E-01    6.02175657E+05
    3.12302002E+02    5.17488938E-04    8.75302522E-01    6.01585083E+05
    3.12302518E+02    5.15625231E-04    8.76338296E-01    6.01032861E+05
    3.12303032E+02    5.14271819E-04    8.77319990E-01    6.00474028E+05
    3.12303546E+02    5.13619791E-04    8.78268492E-01    5.99947521E+05
    3.12304060E+02    5.13537238E-04    8.79190264E-01    5.99451336E+05
    3.12304574E+02    5.14025932E-04    8.80123792E-01    5.98948573E+05
    3.12305088E+02    5.14921423E-04    8.81015876E-01    5.98440518E+05
    3.12305605E+02    5.16608962E-04    8.81896314E-01    5.97951711E+05
    3.12306124E+02    5.18934686E-04    8.82787715E-01    5.97506135E+05
    3.12306646E+02    5.21785246E-04    8.83618952E-01    5.97053170E+05
    3.12309255E+02    2.60892623E-03    8.87638590E-01    5.94900672E+05
    3.12312614E+02    3.35906329E-03    8.92255357E-01    5.92408664E+05
    3.12316364E+02    3.74991437E-03    8.96906645E-01    5.89867560E+05
    3.12320554E+02    4.19006276E-03    9.01757007E-01    5.87267403E+05
    3.12325267E+02    4.71346714E-03    9.06864328E-01    5.84517823E+05
    3.12330612E+02    5.34443324E-03    9.12524618E-01    5.81510919E+05
    3.12336133E+02    5.52115403E-03    9.18347000E-01    5.78486203E+05
    3.12341857E+02    5.72466104E-03    9.24329089E-01    5.75327534E+05
    3.12347781E+02    5.92349780E-03    9.30488085E-01    5.72029390E+05
    3.12353752E+02    5.97144528E-03    9.36698461E-01    5.68800798E+05
    3.12359756E+02    6.00393143E-03    9.42940945E-01    5.65603631E+05
    3.12365788E+02    6.03146046E-03    9.49113692E-01    5.62393412E+05
    3.12371916E+02    6.12793477E-03    9.55485169E-01    5.59234413E+05
    3.12377880E+02    5.96455990E-03    9.61588236E-01    5.56057550E+05
    3.12383461E+02    5.58104012E-03    9.67299317E-01    5.53231616E+05
    3.12388650E+02    5.18900328E-03    9.72617002E-01    5.50579330E+05
    3.12393498E+02    4.84739243E-03    9.77497230E-01    5.48150438E+05
    3.12398051E+02    4.55287011E-03    9.82098255E-01    5.45850671E+05
    3.12402342E+02    4.29100992E-03    9.86443898E-01    5.43677631E+05
    3.12406399E+02    4.05710696E-03    9.90552121E-01    5.41630593E+05
    3.12410246E+02    3.84742126E-03    9.94483063E-01    5.39707478E+05
    3.12413903E+02    3.65650039E-03    9.97991327E-01    5.37907231E+05
    3.12417398E+02    3.49503814E-03    1.00153631E+00    5.36222680E+05
    3.12420736E+02    3.33794330E-03    1.00537376E+00    5.34612041E+05
    3.12423909E+02    3.17376276E-03    1.00856530E+00    5.33068549E+05
    3.12426955E+02    3.04533014E-03    1.01116745E+00    5.31582004E+05
    3.12429901E+02    2.94668685E-03    1.01395236E+00    5.30153177E+05
    3.12432745E+02    2.84331526E-03    1.01715708E+00    5.28764557E+05
    3.12435471E+02    2.72661446E-03    1.01956076E+00    5.27463106E+05
    3.12438116E+02    2.64475743E-03    1.02253606E+00    5.26185169E+05
    3.12440660E+02    2.54399781E-03    1.02480838E+00    5.25005199E+05
    3.12443132E+02    2.47168887E-03    1.02693226E+00    5.23837182E+05
    3.12445538E+02    2.40655707E-03    1.03006674E+00    5.22763222E+05
    3.12447847E+02    2.30853263E-03    1.03217774E+00    5.21610976E+05
    3.12450095E+02    2.24800956E-03    1.03429351E+00    5.20553004E+05
    3.12452283E+02    2.18853959E-03    1.03641194E+00    5.19514359E+05
    3.12454414E+02    2.13048858E-03    1.03853125E+00    5.18560618E+05
    3.12456488E+02    2.07362045E-03    1.04064943E+00    5.17607393E+05
    3.12458506E+02    2.01831357E-03    1.04276503E+00    5.16655349E+05
    3.12460470E+02    1.96456816E-03    1.04487660E+00    5.15705126E+05
    3.12462383E+02    1.91237960E-03    1.04649159E+00    5.14806480E+05
    3.12464258E+02    1.87491142E-03    1.04809787E+00    5.13960509E+05
    3.12466096E+02    1.83825801E-03    1.05022048E+00    5.13111480E+05
    3.12467885E+02    1.78887549E-03    1.05166697E+00    5.12266205E+05
    3.12469643E+02    1.75804380E-03    1.05345732E+00    5.11489713E+05
    3.12471362E+02    1.71893110E-03    1.05557948E+00    5.10667978E+05
    3.12473035E+02    1.67278051E-03    1.05684459E+00    5.09908683E+05
    3.12474683E+02    1.64812085E-03    1.05881112E+00    5.09166010E+05
    3.12476290E+02    1.60734026E-03    1.05996172E+00    5.08426765E+05
    3.12477876E+02    1.58631525E-03    1.06202536E+00    5.07682225E+05
    3.12479421E+02    1.54498271E-03    1.06316455E+00    5.06950566E+05
    3.12480946E+02    1.52510085E-03    1.06514583E+00    5.06297818E+05
    3.12482433E+02    1.48696764E-03    1.06620223E+00    5.05578561E+05
    3.12483903E+02    1.46967428E-03    1.06753119E+00    5.04913862E+05
    3.12485350E+02    1.44674862E-03    1.06933163E+00    5.04200883E+05
    3.12486764E+02    1.41464075E-03    1.07078461E+00    5.03564397E+05
    3.12488155E+02    1.39009183E-03    1.07245295E+00    5.02973407E+05
    3.12489516E+02    1.36163056E-03    1.07350948E+00    5.02394152E+05
    3.12490862E+02    1.34571979E-03    1.07457112E+00    5.01757173E+05
    3.12492192E+02    1.33015235E-03    1.07627523E+00    5.01117220E+05
    3.12493495E+02    1.30260137E-03    1.07769915E+00    5.00550325E+05
    3.12494775E+02    1.28070850E-03    1.07875921E+00    4.99944358E+05
    3.12496041E+02    1.26607559E-03    1.07982333E+00    4.99388263E+05
    3.12497293E+02    1.25151342E-03    1.08089124E+00    4.98765194E+05
    3.12498530E+02    1.23733659E-03    1.08292569E+00    4.98218551E+05
    3.12499736E+02    1.20605289E-03    1.08402302E+00    4.97688481E+05
    3.12500928E+02    1.19180171E-03    1.08508612E+00    4.97156904E+05
    3.12502107E+02    1.17844216E-03    1.08615198E+00    4.96623947E+05
    3.12503272E+02    1.16531992E-03    1.08722049E+00    4.96089673E+05
    3.12504424E+02    1.15243742E-03    1.08829143E+00    4.95554188E+05
    3.12505564E+02    1.13979996E-03    1.08936460E+00    4.95017586E+05
    3.12506692E+02    1.12741346E-03    1.09043985E+00    4.94479957E+05
    3.12507807E+02    1.11528408E-03    1.09151699E+00    4.93993117E+05
    3.12508910E+02    1.10329367E-03    1.09259572E+00    4.93502024E+05
    3.12510002E+02    1.09158622E-03    1.09367590E+00    4.92961946E+05
    3.12511082E+02    1.08027432E-03    1.09475746E+00    4.92496952E+05
    3.12512151E+02    1.06906841E-03    1.09584006E+00    4.91979903E+05
    3.12513209E+02    1.05828144E-03    1.09692365E+00    4.91530516E+05
    3.12514257E+02    1.04763826E-03    1.09800803E+00    4.91095981E+05
    3.12515294E+02    1.03727388E-03    1.09909350E+00    4.90562569E+05
    3.12516322E+02    1.02745300E-03    1.10017784E+00    4.90119840E+05
    3.12517340E+02    1.01777821E-03    1.10125179E+00    4.89636308E+05
    3.12518348E+02    1.00870268E-03    1.10231635E+00    4.89165113E+05
    3.12519348E+02    1.00009696E-03    1.10337081E+00    4.88716043E+05
    3.12520340E+02    9.91959032E-04    1.10441770E+00    4.88271035E+05
    3.12521325E+02    9.84303790E-04    1.10545748E+00    4.87829862E+05
    3.12522302E+02    9.77137447E-04    1.10651087E+00    4.87384584E+05
    3.12523272E+02    9.70181568E-04    1.10757995E+00    4.86934417E+05
    3.12525311E+02    2.03867401E-03    1.10982981E+00    4.85989821E+05
    3.12527385E+02    2.07444689E-03    1.11191391E+00    4.85041682E+05
    3.12529515E+02    2.13011339E-03    1.11383294E+00    4.84081935E+05
    3.12531726E+02    2.21094110E-03    1.11608607E+00    4.83064479E+05
    3.12534006E+02    2.28006375E-03    1.11879021E+00    4.81983643E+05
    3.12536327E+02    2.32077417E-03    1.12092991E+00    4.80934050E+05
    3.12538755E+02    2.42767049E-03    1.12350586E+00    4.79834126E+05
    3.12545270E+02    6.51534895E-03    1.13012736E+00    4.76872981E+05
    3.12551826E+02    6.55639371E-03    1.13729235E+00    4.73895945E+05
    3.12557960E+02    6.13375927E-03    1.14355553E+00    4.71154488E+05
    3.12564502E+02    6.54204020E-03    1.15053551E+00    4.68182451E+05
    3.12570790E+02    6.28797404E-03    1.15674480E+00    4.65284808E+05
    3.12577437E+02    6.64733906E-03    1.16438920E+00    4.62364112E+05
    3.12583345E+02    5.90710161E-03    1.17035139E+00    4.59680471E+05
    3.12589729E+02    6.38401422E-03    1.17684168E+00    4.56868431E+05
    3.12596035E+02    6.30625432E-03    1.18328620E+00    4.54075677E+05
    3.12602654E+02    6.61904545E-03    1.19006795E+00    4.51236418E+05
    3.12609223E+02    6.56913868E-03    1.19680074E+00    4.48477719E+05
    3.12615404E+02    6.18070503E-03    1.20310747E+00    4.45870214E+05
    3.12621237E+02    5.83366802E-03    1.20901750E+00    4.43407565E+05
    3.12626761E+02    5.52329704E-03    1.21457249E+00    4.41245096E+05
    3.12632004E+02    5.24295997E-03    1.21925598E+00    4.39134525E+05
    3.12637024E+02    5.02043001E-03    1.22363785E+00    4.37189775E+05
    3.12641844E+02    4.81985648E-03    1.22804066E+00    4.35381643E+05
    3.12646467E+02    4.62351575E-03    1.23249821E+00    4.33659092E+05
    3.12650898E+02    4.43026005E-03    1.23679237E+00    4.32062272E+05
    3.12655148E+02    4.25031970E-03    1.24040603E+00    4.30537081E+05
    3.12659255E+02    4.10694185E-03    1.24404167E+00    4.29080501E+05
    3.12663221E+02    3.96618790E-03    1.24680479E+00    4.27790858E+05
    3.12667087E+02    3.86598332E-03    1.25047350E+00    4.26483758E+05
    3.12670817E+02    3.72988404E-03    1.25340766E+00    4.25256119E+05
    3.12674444E+02    3.62728195E-03    1.25622866E+00    4.24107938E+05
    3.12677975E+02    3.53116940E-03    1.25906632E+00    4.23041761E+05
    3.12681395E+02    3.41939764E-03    1.26126742E+00    4.22002384E+05
    3.12684733E+02    3.33781106E-03    1.26375052E+00    4.20957475E+05
    3.12687979E+02    3.24652956E-03    1.26660098E+00    4.19965749E+05
    3.12691122E+02    3.14263036E-03    1.26895652E+00    4.19069146E+05
    3.12694183E+02    3.06077674E-03    1.27084330E+00    4.18220105E+05
    3.12697181E+02    2.99866992E-03    1.27273676E+00    4.17368067E+05
    3.12700119E+02    2.93763854E-03    1.27463497E+00    4.16545711E+05
    3.12702996E+02    2.87750727E-03    1.27653597E+00    4.15785337E+05
    3.12705815E+02    2.81812108E-03    1.27843761E+00    4.15024718E+05
    3.12708575E+02    2.75998884E-03    1.28033827E+00    4.14281446E+05
    3.12711278E+02    2.70302453E-03    1.28223640E+00    4.13605295E+05
    3.12713924E+02    2.64693240E-03    1.28413031E+00    4.12854323E+05
    3.12716517E+02    2.59268146E-03    1.28601898E+00    4.12194298E+05
    3.12719056E+02    2.53919052E-03    1.28790245E+00    4.11629225E+05
    3.12721543E+02    2.48643184E-03    1.28888891E+00    4.10977674E+05
    3.12724006E+02    2.46303105E-03    1.29066519E+00    4.10400316E+05
    3.12726421E+02    2.41527995E-03    1.29177246E+00    4.09836407E+05
    3.12728810E+02    2.38843272E-03    1.29343134E+00    4.09198800E+05
    3.12731156E+02    2.34603111E-03    1.29531127E+00    4.08672027E+05
    3.12733453E+02    2.29739810E-03    1.29658906E+00    4.08146399E+05
    3.12735720E+02    2.26687864E-03    1.29752237E+00    4.07586408E+05
    3.12737967E+02    2.24668119E-03    1.29891857E+00    4.07070186E+05
    3.12740180E+02    2.21357339E-03    1.30039420E+00    4.06602782E+05
    3.12742359E+02    2.17855494E-03    1.30165064E+00    4.06104611E+05
    3.12744509E+02    2.15019189E-03    1.30325522E+00    4.05572293E+05
    3.12746622E+02    2.11321252E-03    1.30417932E+00    4.05110267E+05
    3.12748716E+02    2.09426894E-03    1.30510510E+00    4.04647404E+05
    3.12750792E+02    2.07550177E-03    1.30606429E+00    4.04183907E+05
    3.12752848E+02    2.05609233E-03    1.30792046E+00    4.03719860E+05
    3.12754862E+02    2.01424900E-03    1.30887866E+00    4.03260618E+05
    3.12756858E+02    1.99549822E-03    1.30979689E+00    4.02881189E+05
    3.12758835E+02    1.97755581E-03    1.31071495E+00    4.02442420E+05
    3.12760795E+02    1.96013353E-03    1.31163271E+00    4.02046836E+05
    3.12762738E+02    1.94271177E-03    1.31309926E+00    4.01625014E+05
    3.12764651E+02    1.91252143E-03    1.31445949E+00    4.01216118E+05
    3.12766536E+02    1.88528903E-03    1.31536285E+00    4.00818459E+05
    3.12768405E+02    1.86904497E-03    1.31626464E+00    4.00394077E+05
    3.12770258E+02    1.85317827E-03    1.31716468E+00    4.00034080E+05
    3.12772095E+02    1.83724971E-03    1.31806253E+00    3.99668707E+05
    3.12773917E+02    1.82161008E-03    1.31895804E+00    3.99220958E+05
    3.12775724E+02    1.80662750E-03    1.31985127E+00    3.98859448E+05
    3.12777515E+02    1.79149935E-03    1.32074134E+00    3.98503396E+05
    3.12779292E+02    1.77663304E-03    1.32162803E+00    3.98148705E+05
    3.12781054E+02    1.76205416E-03    1.32302183E+00    3.97795508E+05
    3.12782790E+02    1.73669281E-03    1.32438438E+00    3.97446164E+05
    3.12784503E+02    1.71243096E-03    1.32524824E+00    3.97100637E+05
    3.12786202E+02    1.69909476E-03    1.32610771E+00    3.96756883E+05
    3.12787888E+02    1.68606823E-03    1.32696250E+00    3.96414987E+05
    3.12789561E+02    1.67335616E-03    1.32781244E+00    3.96074971E+05
    3.12791222E+02    1.66096512E-03    1.32865705E+00    3.95737101E+05
    3.12792871E+02    1.64890734E-03    1.32949603E+00    3.95401501E+05
