    n    5.8837957262e-01
    p    4.4960280247e-04
    d    1.1967134213e-05
    t    1.2497110513e-05
  he3    3.5720105637e-09
  he4    2.1775239023e-01
  he6    6.6730191770e-08
  li6    5.1588365954e-09
  li7    2.0675182222e-08
  li8    8.8378572392e-11
  be7    1.9070239120e-12
  be8    4.9980853452e-06
  be9    3.7212814639e-08
 be10    1.4077773815e-08
 be11    1.2190617113e-11
 be12    8.0305654884e-14
   b8    5.4550685657e-19
  b10    5.6703292759e-11
  b11    1.9004722420e-08
  b12    2.4349886025e-10
  b13    3.8081808140e-11
  b14    3.5641034737e-14
  c11    4.1556053643e-13
  c12    7.0063846673e-07
  c13    1.7948565219e-07
  c14    7.2921080276e-07
  c15    1.4848120916e-09
  c16    3.7289160039e-11
  c17    1.9728120721e-14
  c18    8.9300532093e-16
  n12    1.1611208312e-19
  n13    2.8958186530e-12
  n14    7.5638391579e-10
  n15    1.2437272913e-07
  n16    1.6119887217e-09
  n17    2.6345663528e-10
  n18    3.1144617533e-12
  n19    2.0270826021e-13
  n20    6.7231059770e-16
  n21    5.0000049052e-17
  o14    9.4107106098e-17
  o15    1.0114335211e-12
  o16    6.2542598365e-08
  o17    1.8368257719e-08
  o18    2.7216611328e-08
  o19    6.1016245464e-09
  o20    3.7538214539e-09
  f17    1.5651914116e-13
  f18    5.0997354453e-12
  f19    9.2621379497e-10
  f20    1.0805378411e-09
  f21    5.1103045653e-09
  f22    1.0852839511e-09
  f23    1.5914654317e-09
  f26    3.7853056240e-15
 ne17    1.1729221012e-25
 ne18    9.2093802496e-19
 ne19    3.8125731040e-15
 ne20    3.4710582736e-10
 ne21    2.3864440725e-09
 ne22    7.0415091474e-08
 ne23    4.6347711848e-08
 ne24    1.4456894615e-07
 ne25    1.4553668815e-08
 ne26    1.1965339713e-09
 ne27    5.9301493362e-12
 ne29    1.6044220717e-16
 ne30    6.7458307471e-19
 na20    8.9327991393e-21
 na21    7.1353818075e-15
 na22    3.7134386139e-12
 na23    3.7328054039e-09
 na24    1.2286933013e-08
 na25    1.6460082317e-07
 na26    7.2059986275e-08
 na27    4.5610311048e-08
 na28    8.0329078184e-10
 na29    4.5517967448e-11
 na30    3.2413990934e-13
 na31    7.3203486377e-15
 na32    1.0616355411e-17
 na33    4.2838591045e-20
 na34    7.3022208576e-24
 mg21    6.8087682771e-26
 mg22    3.1411501533e-19
 mg23    5.6066482059e-15
 mg24    4.5932379248e-10
 mg25    6.2097062265e-09
 mg26    3.4265503936e-07
 mg27    7.3170070576e-07
 mg28    3.2200763234e-06
 mg29    3.3026694035e-07
 mg30    8.3408905087e-08
 mg31    9.7183302502e-10
 mg32    1.2023092913e-10
 mg33    1.2108525613e-12
 mg34    1.4469971615e-14
 mg35    2.6065088427e-17
 mg36    4.3826463446e-20
 al24    1.9470377020e-20
 al25    7.1245625874e-15
 al26    6.5264734268e-12
 al27    1.1269241712e-08
 al28    9.9530499404e-08
 al29    1.6247511817e-06
 al30    1.0837348411e-06
 al31    1.1881729012e-06
 al32    6.9393826573e-08
 al33    1.4014046315e-08
 al34    1.6542788617e-10
 al35    1.4122487715e-11
 al36    6.6408503969e-14
 al37    1.3323738414e-15
 al38    4.4084362146e-18
 al39    1.8257504319e-20
 al41    3.3050009535e-27
 si24    3.1284223733e-31
 si25    1.4410678915e-25
 si26    2.3262006524e-19
 si27    6.7540313671e-15
 si28    9.2211189796e-10
 si29    2.4210923525e-08
 si30    1.5775609016e-06
 si31    6.4562262567e-06
 si32    4.2061917444e-05
 si33    1.2822527213e-05
 si34    6.9905515173e-06
 si35    2.6307602428e-07
 si36    2.2568240024e-08
 si37    4.3899743146e-10
 si38    1.8781292520e-11
 si39    3.2459305134e-13
 si40    1.3641638314e-14
 si41    1.0900902211e-18
 si42    1.4546068615e-20
 si44    4.3996182246e-27
  p28    2.8689197130e-20
  p29    1.1860434312e-14
  p30    1.0042046210e-11
  p31    7.5175114679e-09
  p32    1.5584321816e-07
  p33    3.7938286140e-06
  p34    6.9900434873e-06
  p35    1.5533242416e-05
  p36    2.2128625223e-06
  p37    7.8951960983e-07
  p38    7.9185171583e-08
  p39    1.5675210416e-08
  p40    6.8679269572e-10
  p41    3.6169261538e-11
  p42    4.9879563752e-13
  p43    1.0498800311e-15
  p45    1.2631300013e-20
  s28    3.4872034536e-31
  s29    1.7229833518e-25
  s30    2.1470399222e-19
  s31    2.0689247222e-15
  s32    4.0389427342e-11
  s33    2.5318718626e-09
  s34    2.8953291030e-07
  s35    1.8913475520e-06
