#    time [s]          t9 [GK]          density [g/cc]
  7.9532300000e+02  7.9143800000e-01  9.0458200000e+05
  7.9535500000e+02  7.9141600000e-01  9.0467600000e+05
  7.9538800000e+02  7.9139500000e-01  9.0477200000e+05
  7.9542100000e+02  7.9137300000e-01  9.0486800000e+05
  7.9545300000e+02  7.9135200000e-01  9.0496700000e+05
  7.9548600000e+02  7.9133000000e-01  9.0506600000e+05
  7.9551900000e+02  7.9130900000e-01  9.0516200000e+05
  7.9555100000e+02  7.9128700000e-01  9.0525900000e+05
  7.9558400000e+02  7.9126600000e-01  9.0535700000e+05
  7.9561700000e+02  7.9124500000e-01  9.0545100000e+05
  7.9565000000e+02  7.9122300000e-01  9.0554700000e+05
  7.9568200000e+02  7.9120200000e-01  9.0564400000e+05
  7.9571500000e+02  7.9118100000e-01  9.0574600000e+05
  7.9574800000e+02  7.9115900000e-01  9.0584400000e+05
  7.9578000000e+02  7.9113800000e-01  9.0593900000e+05
  7.9581300000e+02  7.9111700000e-01  9.0603400000e+05
  7.9584600000e+02  7.9109600000e-01  9.0613000000e+05
  7.9587900000e+02  7.9107500000e-01  9.0622900000e+05
  7.9591100000e+02  7.9105400000e-01  9.0632400000e+05
  7.9594400000e+02  7.9103200000e-01  9.0642400000e+05
  7.9597700000e+02  7.9101100000e-01  9.0651700000e+05
  7.9600900000e+02  7.9099000000e-01  9.0661800000e+05
  7.9604200000e+02  7.9096900000e-01  9.0671000000e+05
  7.9607500000e+02  7.9094800000e-01  9.0680800000e+05
  7.9610800000e+02  7.9092700000e-01  9.0690700000e+05
  7.9614000000e+02  7.9090600000e-01  9.0700100000e+05
  7.9617300000e+02  7.9088500000e-01  9.0710100000e+05
  7.9620600000e+02  7.9086400000e-01  9.0719600000e+05
  7.9623800000e+02  7.9084400000e-01  9.0729500000e+05
  7.9627100000e+02  7.9082300000e-01  9.0739000000e+05
  7.9630400000e+02  7.9080200000e-01  9.0748600000e+05
  7.9633600000e+02  7.9078100000e-01  9.0758400000e+05
  7.9636900000e+02  7.9076000000e-01  9.0767600000e+05
  7.9640200000e+02  7.9074000000e-01  9.0777700000e+05
  7.9643500000e+02  7.9071900000e-01  9.0787400000e+05
  7.9646700000e+02  7.9069800000e-01  9.0796900000e+05
  7.9650000000e+02  7.9067700000e-01  9.0806600000e+05
  7.9653300000e+02  7.9065700000e-01  9.0816200000e+05
  7.9656500000e+02  7.9063600000e-01  9.0826100000e+05
  7.9659800000e+02  7.9061500000e-01  9.0835500000e+05
  7.9663100000e+02  7.9059500000e-01  9.0845500000e+05
  7.9666400000e+02  7.9057400000e-01  9.0855100000e+05
  7.9669600000e+02  7.9055400000e-01  9.0864400000e+05
  7.9672900000e+02  7.9053300000e-01  9.0874200000e+05
  7.9676200000e+02  7.9051300000e-01  9.0883800000e+05
  7.9679400000e+02  7.9049200000e-01  9.0893600000e+05
  7.9682700000e+02  7.9047200000e-01  9.0903000000e+05
  7.9686000000e+02  7.9045100000e-01  9.0912700000e+05
  7.9689300000e+02  7.9043100000e-01  9.0922300000e+05
  7.9692500000e+02  7.9041000000e-01  9.0932000000e+05
  7.9695800000e+02  7.9039000000e-01  9.0941600000e+05
  7.9699100000e+02  7.9037000000e-01  9.0951200000e+05
  7.9702300000e+02  7.9034900000e-01  9.0960900000e+05
  7.9705600000e+02  7.9032900000e-01  9.0970800000e+05
  7.9708900000e+02  7.9030900000e-01  9.0980500000e+05
  7.9712100000e+02  7.9028800000e-01  9.0989800000e+05
  7.9715400000e+02  7.9026800000e-01  9.0999400000e+05
  7.9718700000e+02  7.9024800000e-01  9.1008800000e+05
  7.9722000000e+02  7.9022800000e-01  9.1018700000e+05
  7.9725200000e+02  7.9020700000e-01  9.1028600000e+05
  7.9728500000e+02  7.9018700000e-01  9.1037900000e+05
  7.9731800000e+02  7.9016700000e-01  9.1048000000e+05
  7.9735000000e+02  7.9014700000e-01  9.1057300000e+05
  7.9738300000e+02  7.9012700000e-01  9.1067000000e+05
  7.9741600000e+02  7.9010700000e-01  9.1076700000e+05
  7.9744900000e+02  7.9008600000e-01  9.1086100000e+05
  7.9748100000e+02  7.9006600000e-01  9.1096100000e+05
  7.9751400000e+02  7.9004600000e-01  9.1105500000e+05
  7.9754700000e+02  7.9002600000e-01  9.1115000000e+05
  7.9757900000e+02  7.9000600000e-01  9.1124900000e+05
  7.9761200000e+02  7.8998600000e-01  9.1134300000e+05
  7.9764500000e+02  7.8996600000e-01  9.1143800000e+05
  7.9767800000e+02  7.8994600000e-01  9.1153500000e+05
  7.9771000000e+02  7.8992600000e-01  9.1163300000e+05
  7.9774300000e+02  7.8990600000e-01  9.1172800000e+05
  7.9777600000e+02  7.8988600000e-01  9.1182500000e+05
  7.9780800000e+02  7.8986600000e-01  9.1192300000e+05
  7.9784100000e+02  7.8984600000e-01  9.1201600000e+05
  7.9787400000e+02  7.8982700000e-01  9.1211500000e+05
  7.9790600000e+02  7.8980700000e-01  9.1220900000e+05
  7.9793900000e+02  7.8978700000e-01  9.1231000000e+05
  7.9797200000e+02  7.8976700000e-01  9.1240700000e+05
  7.9800500000e+02  7.8974700000e-01  9.1249800000e+05
  7.9803700000e+02  7.8972700000e-01  9.1259800000e+05
  7.9807000000e+02  7.8970800000e-01  9.1269300000e+05
  7.9810300000e+02  7.8968800000e-01  9.1278600000e+05
  7.9813500000e+02  7.8966800000e-01  9.1288700000e+05
  7.9816800000e+02  7.8964800000e-01  9.1298000000e+05
  7.9820100000e+02  7.8962900000e-01  9.1307700000e+05
  7.9823400000e+02  7.8960900000e-01  9.1317100000e+05
  7.9826600000e+02  7.8958900000e-01  9.1326800000e+05
  7.9829900000e+02  7.8957000000e-01  9.1336500000e+05
  7.9833200000e+02  7.8955000000e-01  9.1346200000e+05
  7.9836400000e+02  7.8953000000e-01  9.1355600000e+05
  7.9839700000e+02  7.8951100000e-01  9.1365500000e+05
  7.9843000000e+02  7.8949100000e-01  9.1375200000e+05
  7.9846300000e+02  7.8947100000e-01  9.1384600000e+05
  7.9849500000e+02  7.8945200000e-01  9.1394200000e+05
  7.9852800000e+02  7.8943200000e-01  9.1403900000e+05
  7.9856100000e+02  7.8941300000e-01  9.1413600000e+05
  7.9859300000e+02  7.8939300000e-01  9.1423200000e+05
  7.9862600000e+02  7.8937300000e-01  9.1432900000e+05
  7.9865900000e+02  7.8935400000e-01  9.1442400000e+05
  7.9869100000e+02  7.8933400000e-01  9.1452100000e+05
  7.9872400000e+02  7.8931500000e-01  9.1461500000e+05
  7.9875700000e+02  7.8929500000e-01  9.1471200000e+05
  7.9879000000e+02  7.8927600000e-01  9.1480700000e+05
  7.9882200000e+02  7.8925600000e-01  9.1490700000e+05
  7.9885500000e+02  7.8923700000e-01  9.1499800000e+05
  7.9888800000e+02  7.8921800000e-01  9.1509600000e+05
  7.9892000000e+02  7.8919800000e-01  9.1519500000e+05
  7.9895300000e+02  7.8917900000e-01  9.1528700000e+05
  7.9898600000e+02  7.8915900000e-01  9.1538700000e+05
  7.9901900000e+02  7.8914000000e-01  9.1548300000e+05
  7.9905100000e+02  7.8912100000e-01  9.1557300000e+05
  7.9908400000e+02  7.8910100000e-01  9.1567400000e+05
  7.9911700000e+02  7.8908200000e-01  9.1577100000e+05
  7.9914900000e+02  7.8906200000e-01  9.1586800000e+05
  7.9918200000e+02  7.8904300000e-01  9.1595800000e+05
  7.9921500000e+02  7.8902400000e-01  9.1606000000e+05
  7.9924800000e+02  7.8900500000e-01  9.1615600000e+05
  7.9928000000e+02  7.8898500000e-01  9.1624600000e+05
  7.9931300000e+02  7.8896600000e-01  9.1634600000e+05
  7.9934600000e+02  7.8894700000e-01  9.1644400000e+05
  7.9937800000e+02  7.8892700000e-01  9.1653800000e+05
  7.9941100000e+02  7.8890800000e-01  9.1663500000e+05
  7.9944400000e+02  7.8888900000e-01  9.1673300000e+05
  7.9947600000e+02  7.8887000000e-01  9.1682500000e+05
  7.9950900000e+02  7.8885000000e-01  9.1692300000e+05
  7.9954200000e+02  7.8883100000e-01  9.1701600000e+05
  7.9957500000e+02  7.8881200000e-01  9.1711400000e+05
  7.9960700000e+02  7.8879300000e-01  9.1721200000e+05
  7.9964000000e+02  7.8877400000e-01  9.1730500000e+05
  7.9967300000e+02  7.8875500000e-01  9.1740200000e+05
  7.9970500000e+02  7.8873500000e-01  9.1749700000e+05
  7.9973800000e+02  7.8871600000e-01  9.1759600000e+05
  7.9977100000e+02  7.8869700000e-01  9.1769000000e+05
  7.9980400000e+02  7.8867800000e-01  9.1778700000e+05
  7.9983600000e+02  7.8865900000e-01  9.1788500000e+05
  7.9986900000e+02  7.8864000000e-01  9.1798200000e+05
  7.9990200000e+02  7.8862100000e-01  9.1807400000e+05
  7.9993400000e+02  7.8860200000e-01  9.1817200000e+05
  7.9996700000e+02  7.8858300000e-01  9.1827100000e+05
  8.0000000000e+02  7.8856300000e-01  9.1836300000e+05
  8.0003300000e+02  7.8854400000e-01  9.1845900000e+05
  8.0006500000e+02  7.8852500000e-01  9.1855800000e+05
  8.0009800000e+02  7.8850600000e-01  9.1865300000e+05
  8.0013100000e+02  7.8848700000e-01  9.1874800000e+05
  8.0016300000e+02  7.8846800000e-01  9.1884700000e+05
  8.0019600000e+02  7.8844900000e-01  9.1894000000e+05
  8.0022900000e+02  7.8843000000e-01  9.1903700000e+05
  8.0026100000e+02  7.8841100000e-01  9.1913200000e+05
  8.0029400000e+02  7.8839200000e-01  9.1922700000e+05
  8.0032700000e+02  7.8837300000e-01  9.1932500000e+05
  8.0036000000e+02  7.8835400000e-01  9.1942000000e+05
  8.0039200000e+02  7.8833500000e-01  9.1951700000e+05
  8.0042500000e+02  7.8831600000e-01  9.1961100000e+05
  8.0045800000e+02  7.8829800000e-01  9.1971000000e+05
  8.0049000000e+02  7.8827900000e-01  9.1980400000e+05
  8.0052300000e+02  7.8826000000e-01  9.1990100000e+05
  8.0055600000e+02  7.8824100000e-01  9.1999600000e+05
  8.0058900000e+02  7.8822200000e-01  9.2009000000e+05
  8.0062100000e+02  7.8820300000e-01  9.2019000000e+05
  8.0065400000e+02  7.8818400000e-01  9.2028400000e+05
  8.0068700000e+02  7.8816500000e-01  9.2037800000e+05
  8.0071900000e+02  7.8814600000e-01  9.2047700000e+05
  8.0075200000e+02  7.8812700000e-01  9.2057300000e+05
  8.0078500000e+02  7.8810900000e-01  9.2066800000e+05
  8.0081800000e+02  7.8809000000e-01  9.2076100000e+05
  8.0085000000e+02  7.8807100000e-01  9.2086100000e+05
  8.0088300000e+02  7.8805200000e-01  9.2095600000e+05
  8.0091600000e+02  7.8803300000e-01  9.2105100000e+05
  8.0094800000e+02  7.8801400000e-01  9.2114900000e+05
  8.0098100000e+02  7.8799600000e-01  9.2124500000e+05
  8.0101400000e+02  7.8797700000e-01  9.2134000000e+05
  8.0104600000e+02  7.8795800000e-01  9.2143500000e+05
  8.0107900000e+02  7.8793900000e-01  9.2153200000e+05
  8.0111200000e+02  7.8792000000e-01  9.2163000000e+05
  8.0114500000e+02  7.8790200000e-01  9.2172600000e+05
  8.0117700000e+02  7.8788300000e-01  9.2182200000e+05
  8.0121000000e+02  7.8786400000e-01  9.2192000000e+05
  8.0124300000e+02  7.8784500000e-01  9.2201200000e+05
  8.0127500000e+02  7.8782700000e-01  9.2210900000e+05
  8.0130800000e+02  7.8780800000e-01  9.2220300000e+05
  8.0134100000e+02  7.8778900000e-01  9.2230000000e+05
  8.0137400000e+02  7.8777000000e-01  9.2240100000e+05
  8.0140600000e+02  7.8775200000e-01  9.2249600000e+05
  8.0143900000e+02  7.8773300000e-01  9.2259000000e+05
  8.0147200000e+02  7.8771400000e-01  9.2268400000e+05
  8.0150400000e+02  7.8769500000e-01  9.2278100000e+05
  8.0153700000e+02  7.8767700000e-01  9.2287800000e+05
  8.0157000000e+02  7.8765800000e-01  9.2297500000e+05
  8.0160300000e+02  7.8763900000e-01  9.2306900000e+05
  8.0163500000e+02  7.8762100000e-01  9.2316500000e+05
  8.0166800000e+02  7.8760200000e-01  9.2326100000e+05
  8.0170100000e+02  7.8758300000e-01  9.2335700000e+05
  8.0173300000e+02  7.8756500000e-01  9.2345700000e+05
  8.0176600000e+02  7.8754600000e-01  9.2354900000e+05
  8.0179900000e+02  7.8752700000e-01  9.2364700000e+05
  8.0183100000e+02  7.8750900000e-01  9.2374400000e+05
  8.0186400000e+02  7.8749000000e-01  9.2383900000e+05
  8.0189700000e+02  7.8747100000e-01  9.2393500000e+05
  8.0193000000e+02  7.8745300000e-01  9.2403200000e+05
  8.0196200000e+02  7.8743400000e-01  9.2412700000e+05
  8.0199500000e+02  7.8741500000e-01  9.2422300000e+05
  8.0202800000e+02  7.8739700000e-01  9.2432100000e+05
  8.0206000000e+02  7.8737800000e-01  9.2441600000e+05
  8.0209300000e+02  7.8736000000e-01  9.2451200000e+05
  8.0212600000e+02  7.8734100000e-01  9.2460600000e+05
  8.0215900000e+02  7.8732200000e-01  9.2470100000e+05
  8.0219100000e+02  7.8730400000e-01  9.2479800000e+05
  8.0222400000e+02  7.8728500000e-01  9.2489500000e+05
  8.0225700000e+02  7.8726700000e-01  9.2499200000e+05
  8.0228900000e+02  7.8724800000e-01  9.2508700000e+05
  8.0232200000e+02  7.8722900000e-01  9.2518500000e+05
  8.0235500000e+02  7.8721100000e-01  9.2528000000e+05
  8.0238800000e+02  7.8719200000e-01  9.2537800000e+05
  8.0242000000e+02  7.8717400000e-01  9.2547200000e+05
  8.0245300000e+02  7.8715500000e-01  9.2556600000e+05
  8.0248600000e+02  7.8713700000e-01  9.2566600000e+05
  8.0251800000e+02  7.8711800000e-01  9.2576000000e+05
  8.0255100000e+02  7.8710000000e-01  9.2586000000e+05
  8.0258400000e+02  7.8708100000e-01  9.2595200000e+05
  8.0261600000e+02  7.8706200000e-01  9.2605000000e+05
  8.0264900000e+02  7.8704400000e-01  9.2614700000e+05
  8.0268200000e+02  7.8702500000e-01  9.2624000000e+05
  8.0271500000e+02  7.8700700000e-01  9.2633800000e+05
  8.0274700000e+02  7.8698800000e-01  9.2643700000e+05
  8.0278000000e+02  7.8697000000e-01  9.2653000000e+05
  8.0281300000e+02  7.8695100000e-01  9.2662500000e+05
  8.0284500000e+02  7.8693300000e-01  9.2672300000e+05
  8.0287800000e+02  7.8691400000e-01  9.2681800000e+05
  8.0291100000e+02  7.8689600000e-01  9.2691300000e+05
  8.0294400000e+02  7.8687700000e-01  9.2701100000e+05
  8.0297600000e+02  7.8685900000e-01  9.2711000000e+05
  8.0300900000e+02  7.8684000000e-01  9.2720200000e+05
  8.0304200000e+02  7.8682200000e-01  9.2730100000e+05
  8.0307400000e+02  7.8680300000e-01  9.2739300000e+05
  8.0310700000e+02  7.8678500000e-01  9.2748700000e+05
  8.0314000000e+02  7.8676600000e-01  9.2758800000e+05
  8.0317300000e+02  7.8674800000e-01  9.2768300000e+05
  8.0320500000e+02  7.8672900000e-01  9.2778000000e+05
  8.0323800000e+02  7.8671100000e-01  9.2787900000e+05
  8.0327100000e+02  7.8669200000e-01  9.2797200000e+05
  8.0330300000e+02  7.8667400000e-01  9.2806700000e+05
  8.0333600000e+02  7.8665500000e-01  9.2816400000e+05
  8.0336900000e+02  7.8663700000e-01  9.2826000000e+05
  8.0340100000e+02  7.8661800000e-01  9.2835500000e+05
  8.0343400000e+02  7.8660000000e-01  9.2845200000e+05
  8.0346700000e+02  7.8658100000e-01  9.2854700000e+05
  8.0350000000e+02  7.8656300000e-01  9.2864700000e+05
  8.0353200000e+02  7.8654500000e-01  9.2874200000e+05
  8.0356500000e+02  7.8652600000e-01  9.2883800000e+05
  8.0359800000e+02  7.8650800000e-01  9.2893200000e+05
  8.0363000000e+02  7.8648900000e-01  9.2903300000e+05
  8.0366300000e+02  7.8647100000e-01  9.2912700000e+05
  8.0369600000e+02  7.8645200000e-01  9.2922000000e+05
  8.0372900000e+02  7.8643400000e-01  9.2931900000e+05
  8.0376100000e+02  7.8641500000e-01  9.2941500000e+05
  8.0379400000e+02  7.8639700000e-01  9.2951300000e+05
  8.0382700000e+02  7.8637800000e-01  9.2960900000e+05
  8.0385900000e+02  7.8636000000e-01  9.2970500000e+05
  8.0389200000e+02  7.8634200000e-01  9.2980300000e+05
  8.0392500000e+02  7.8632300000e-01  9.2989600000e+05
  8.0395800000e+02  7.8630500000e-01  9.2999600000e+05
  8.0399000000e+02  7.8628600000e-01  9.3009200000e+05
  8.0402300000e+02  7.8626800000e-01  9.3018400000e+05
  8.0405600000e+02  7.8624900000e-01  9.3028100000e+05
  8.0408800000e+02  7.8623100000e-01  9.3038000000e+05
  8.0412100000e+02  7.8621300000e-01  9.3047400000e+05
  8.0415400000e+02  7.8619400000e-01  9.3057000000e+05
  8.0418600000e+02  7.8617600000e-01  9.3066900000e+05
  8.0421900000e+02  7.8615700000e-01  9.3076300000e+05
  8.0425200000e+02  7.8613900000e-01  9.3085900000e+05
  8.0428500000e+02  7.8612000000e-01  9.3095700000e+05
  8.0431700000e+02  7.8610200000e-01  9.3105100000e+05
  8.0435000000e+02  7.8608400000e-01  9.3114800000e+05
  8.0438300000e+02  7.8606500000e-01  9.3124700000e+05
  8.0441500000e+02  7.8604700000e-01  9.3134100000e+05
  8.0444800000e+02  7.8602800000e-01  9.3143500000e+05
  8.0448100000e+02  7.8601000000e-01  9.3153600000e+05
  8.0451400000e+02  7.8599200000e-01  9.3163100000e+05
  8.0454600000e+02  7.8597300000e-01  9.3172900000e+05
  8.0457900000e+02  7.8595500000e-01  9.3182600000e+05
  8.0461200000e+02  7.8593600000e-01  9.3191900000e+05
  8.0464400000e+02  7.8591800000e-01  9.3201800000e+05
  8.0467700000e+02  7.8589900000e-01  9.3211400000e+05
  8.0471000000e+02  7.8588100000e-01  9.3220800000e+05
  8.0474300000e+02  7.8586300000e-01  9.3230200000e+05
  8.0477500000e+02  7.8584400000e-01  9.3240400000e+05
  8.0480800000e+02  7.8582600000e-01  9.3249900000e+05
  8.0484100000e+02  7.8580700000e-01  9.3259500000e+05
  8.0487300000e+02  7.8578900000e-01  9.3269100000e+05
  8.0490600000e+02  7.8577100000e-01  9.3278700000e+05
  8.0493900000e+02  7.8575200000e-01  9.3288600000e+05
  8.0497100000e+02  7.8573400000e-01  9.3297800000e+05
  8.0500400000e+02  7.8571500000e-01  9.3307700000e+05
  8.0503700000e+02  7.8569700000e-01  9.3317300000e+05
  8.0507000000e+02  7.8567800000e-01  9.3327200000e+05
  8.0510200000e+02  7.8566000000e-01  9.3336700000e+05
  8.0513500000e+02  7.8564200000e-01  9.3346200000e+05
  8.0516800000e+02  7.8562300000e-01  9.3355800000e+05
  8.0520000000e+02  7.8560500000e-01  9.3365600000e+05
  8.0523300000e+02  7.8558600000e-01  9.3375300000e+05
  8.0526600000e+02  7.8556800000e-01  9.3384800000e+05
  8.0529900000e+02  7.8555000000e-01  9.3394100000e+05
  8.0533100000e+02  7.8553100000e-01  9.3404000000e+05
  8.0536400000e+02  7.8551300000e-01  9.3414000000e+05
  8.0539700000e+02  7.8549400000e-01  9.3423600000e+05
  8.0542900000e+02  7.8547600000e-01  9.3433100000e+05
  8.0546200000e+02  7.8545700000e-01  9.3442500000e+05
  8.0549500000e+02  7.8543900000e-01  9.3452700000e+05
  8.0552800000e+02  7.8542100000e-01  9.3462400000e+05
  8.0556000000e+02  7.8540200000e-01  9.3471900000e+05
  8.0559300000e+02  7.8538400000e-01  9.3481300000e+05
  8.0562600000e+02  7.8536500000e-01  9.3490900000e+05
  8.0565800000e+02  7.8534700000e-01  9.3501000000e+05
  8.0569100000e+02  7.8532800000e-01  9.3510500000e+05
  8.0572400000e+02  7.8531000000e-01  9.3519800000e+05
  8.0575600000e+02  7.8529200000e-01  9.3529600000e+05
  8.0578900000e+02  7.8527300000e-01  9.3539500000e+05
  8.0582200000e+02  7.8525500000e-01  9.3549000000e+05
  8.0585500000e+02  7.8523600000e-01  9.3559000000e+05
  8.0588700000e+02  7.8521800000e-01  9.3568400000e+05
  8.0592000000e+02  7.8519900000e-01  9.3577700000e+05
  8.0595300000e+02  7.8518100000e-01  9.3587800000e+05
  8.0598500000e+02  7.8516300000e-01  9.3597300000e+05
  8.0601800000e+02  7.8514400000e-01  9.3607100000e+05
  8.0605100000e+02  7.8512600000e-01  9.3616700000e+05
  8.0608400000e+02  7.8510700000e-01  9.3626400000e+05
  8.0611600000e+02  7.8508900000e-01  9.3636200000e+05
  8.0614900000e+02  7.8507000000e-01  9.3645500000e+05
  8.0618200000e+02  7.8505200000e-01  9.3655100000e+05
  8.0621400000e+02  7.8503300000e-01  9.3665100000e+05
  8.0624700000e+02  7.8501500000e-01  9.3674600000e+05
  8.0628000000e+02  7.8499600000e-01  9.3684300000e+05
  8.0631300000e+02  7.8497800000e-01  9.3694000000e+05
  8.0634500000e+02  7.8496000000e-01  9.3703800000e+05
  8.0637800000e+02  7.8494100000e-01  9.3713000000e+05
  8.0641100000e+02  7.8492300000e-01  9.3722900000e+05
  8.0644300000e+02  7.8490400000e-01  9.3732500000e+05
  8.0647600000e+02  7.8488600000e-01  9.3742300000e+05
  8.0650900000e+02  7.8486700000e-01  9.3752200000e+05
  8.0654100000e+02  7.8484900000e-01  9.3761800000e+05
  8.0657400000e+02  7.8483000000e-01  9.3771600000e+05
  8.0660700000e+02  7.8481200000e-01  9.3780900000e+05
  8.0664000000e+02  7.8479300000e-01  9.3790500000e+05
  8.0667200000e+02  7.8477500000e-01  9.3800500000e+05
  8.0670500000e+02  7.8475600000e-01  9.3810500000e+05
  8.0673800000e+02  7.8473800000e-01  9.3819600000e+05
  8.0677000000e+02  7.8471900000e-01  9.3829200000e+05
  8.0680300000e+02  7.8470100000e-01  9.3839500000e+05
  8.0683600000e+02  7.8468200000e-01  9.3848800000e+05
  8.0686900000e+02  7.8466400000e-01  9.3858600000e+05
  8.0690100000e+02  7.8464500000e-01  9.3868200000e+05
  8.0693400000e+02  7.8462700000e-01  9.3877800000e+05
  8.0696700000e+02  7.8460800000e-01  9.3887500000e+05
  8.0699900000e+02  7.8459000000e-01  9.3897200000e+05
  8.0703200000e+02  7.8457100000e-01  9.3907000000e+05
  8.0706500000e+02  7.8455300000e-01  9.3916200000e+05
  8.0709800000e+02  7.8453400000e-01  9.3926200000e+05
  8.0713000000e+02  7.8451600000e-01  9.3936000000e+05
  8.0716300000e+02  7.8449700000e-01  9.3945600000e+05
  8.0719600000e+02  7.8447800000e-01  9.3955400000e+05
  8.0722800000e+02  7.8446000000e-01  9.3964800000e+05
  8.0726100000e+02  7.8444100000e-01  9.3974700000e+05
  8.0729400000e+02  7.8442300000e-01  9.3984500000e+05
  8.0732600000e+02  7.8440400000e-01  9.3994000000e+05
  8.0735900000e+02  7.8438600000e-01  9.4003900000e+05
  8.0739200000e+02  7.8436700000e-01  9.4013500000e+05
  8.0742500000e+02  7.8434900000e-01  9.4023200000e+05
  8.0745700000e+02  7.8433000000e-01  9.4032800000e+05
  8.0749000000e+02  7.8431100000e-01  9.4042600000e+05
  8.0752300000e+02  7.8429300000e-01  9.4052200000e+05
  8.0755500000e+02  7.8427400000e-01  9.4061800000e+05
  8.0758800000e+02  7.8425600000e-01  9.4071300000e+05
  8.0762100000e+02  7.8423700000e-01  9.4081600000e+05
  8.0765400000e+02  7.8421900000e-01  9.4091000000e+05
  8.0768600000e+02  7.8420000000e-01  9.4100800000e+05
  8.0771900000e+02  7.8418100000e-01  9.4110400000e+05
  8.0775200000e+02  7.8416300000e-01  9.4120300000e+05
  8.0778400000e+02  7.8414400000e-01  9.4129900000e+05
  8.0781700000e+02  7.8412600000e-01  9.4139500000e+05
  8.0785000000e+02  7.8410700000e-01  9.4149300000e+05
  8.0788300000e+02  7.8408800000e-01  9.4158800000e+05
  8.0791500000e+02  7.8407000000e-01  9.4168800000e+05
  8.0794800000e+02  7.8405100000e-01  9.4178400000e+05
  8.0798100000e+02  7.8403200000e-01  9.4188100000e+05
  8.0801300000e+02  7.8401400000e-01  9.4197700000e+05
  8.0804600000e+02  7.8399500000e-01  9.4207400000e+05
  8.0807900000e+02  7.8397600000e-01  9.4217700000e+05
  8.0811100000e+02  7.8395800000e-01  9.4226800000e+05
  8.0814400000e+02  7.8393900000e-01  9.4236400000e+05
  8.0817700000e+02  7.8392000000e-01  9.4246400000e+05
  8.0821000000e+02  7.8390200000e-01  9.4256100000e+05
  8.0824200000e+02  7.8388300000e-01  9.4265800000e+05
  8.0827500000e+02  7.8386400000e-01  9.4275600000e+05
  8.0830800000e+02  7.8384600000e-01  9.4285000000e+05
  8.0834000000e+02  7.8382700000e-01  9.4294700000e+05
  8.0837300000e+02  7.8380800000e-01  9.4304700000e+05
  8.0840600000e+02  7.8379000000e-01  9.4314500000e+05
  8.0843900000e+02  7.8377100000e-01  9.4324100000e+05
  8.0847100000e+02  7.8375200000e-01  9.4333800000e+05
  8.0850400000e+02  7.8373400000e-01  9.4343200000e+05
  8.0853700000e+02  7.8371500000e-01  9.4353200000e+05
  8.0856900000e+02  7.8369600000e-01  9.4363300000e+05
  8.0860200000e+02  7.8367700000e-01  9.4372600000e+05
  8.0863500000e+02  7.8365900000e-01  9.4382000000e+05
  8.0866800000e+02  7.8364000000e-01  9.4392300000e+05
  8.0870000000e+02  7.8362100000e-01  9.4401900000e+05
  8.0873300000e+02  7.8360200000e-01  9.4411700000e+05
  8.0876600000e+02  7.8358400000e-01  9.4421200000e+05
  8.0879800000e+02  7.8356500000e-01  9.4431300000e+05
  8.0883100000e+02  7.8354600000e-01  9.4440500000e+05
  8.0886400000e+02  7.8352700000e-01  9.4450600000e+05
  8.0889600000e+02  7.8350900000e-01  9.4460200000e+05
  8.0892900000e+02  7.8349000000e-01  9.4469900000e+05
  8.0896200000e+02  7.8347100000e-01  9.4479200000e+05
  8.0899500000e+02  7.8345200000e-01  9.4489500000e+05
  8.0902700000e+02  7.8343300000e-01  9.4499600000e+05
  8.0906000000e+02  7.8341400000e-01  9.4508900000e+05
  8.0909300000e+02  7.8339600000e-01  9.4518500000e+05
  8.0912500000e+02  7.8337700000e-01  9.4528500000e+05
  8.0915800000e+02  7.8335800000e-01  9.4538200000e+05
  8.0919100000e+02  7.8333900000e-01  9.4547900000e+05
  8.0922400000e+02  7.8332000000e-01  9.4557200000e+05
  8.0925600000e+02  7.8330200000e-01  9.4567500000e+05
  8.0928900000e+02  7.8328300000e-01  9.4577000000e+05
  8.0932200000e+02  7.8326400000e-01  9.4586800000e+05
  8.0935400000e+02  7.8324500000e-01  9.4596900000e+05
  8.0938700000e+02  7.8322600000e-01  9.4606200000e+05
  8.0942000000e+02  7.8320700000e-01  9.4616200000e+05
  8.0945300000e+02  7.8318800000e-01  9.4625900000e+05
  8.0948500000e+02  7.8316900000e-01  9.4635500000e+05
  8.0951800000e+02  7.8315000000e-01  9.4645300000e+05
  8.0955100000e+02  7.8313200000e-01  9.4654700000e+05
  8.0958300000e+02  7.8311300000e-01  9.4664700000e+05
  8.0961600000e+02  7.8309400000e-01  9.4674700000e+05
  8.0964900000e+02  7.8307500000e-01  9.4684100000e+05
  8.0968100000e+02  7.8305600000e-01  9.4693900000e+05
  8.0971400000e+02  7.8303700000e-01  9.4703500000e+05
  8.0974700000e+02  7.8301800000e-01  9.4713500000e+05
  8.0978000000e+02  7.8299900000e-01  9.4723300000e+05
  8.0981200000e+02  7.8298000000e-01  9.4733100000e+05
  8.0984500000e+02  7.8296100000e-01  9.4742500000e+05
  8.0987800000e+02  7.8294200000e-01  9.4752700000e+05
  8.0991000000e+02  7.8292300000e-01  9.4762700000e+05
  8.0994300000e+02  7.8290400000e-01  9.4772300000e+05
  8.0997600000e+02  7.8288500000e-01  9.4781700000e+05
  8.1000900000e+02  7.8286600000e-01  9.4791800000e+05
