#    time [s]          t9 [GK]          density [g/cc]
  7.3689600000e+02  1.0102400000e+00  6.0759500000e+05
  7.3692300000e+02  1.0099200000e+00  6.0788600000e+05
  7.3695000000e+02  1.0096000000e+00  6.0817700000e+05
  7.3697700000e+02  1.0092800000e+00  6.0847100000e+05
  7.3700500000e+02  1.0089600000e+00  6.0875700000e+05
  7.3703200000e+02  1.0086400000e+00  6.0904800000e+05
  7.3705900000e+02  1.0083200000e+00  6.0933700000e+05
  7.3708600000e+02  1.0080000000e+00  6.0962900000e+05
  7.3711400000e+02  1.0076800000e+00  6.0991800000e+05
  7.3714100000e+02  1.0073700000e+00  6.1020800000e+05
  7.3716800000e+02  1.0070500000e+00  6.1049400000e+05
  7.3719500000e+02  1.0067300000e+00  6.1078400000e+05
  7.3722300000e+02  1.0064200000e+00  6.1107400000e+05
  7.3725000000e+02  1.0061000000e+00  6.1136100000e+05
  7.3727700000e+02  1.0057800000e+00  6.1165100000e+05
  7.3730400000e+02  1.0054700000e+00  6.1193600000e+05
  7.3733200000e+02  1.0051500000e+00  6.1222400000e+05
  7.3735900000e+02  1.0048400000e+00  6.1251100000e+05
  7.3738600000e+02  1.0045200000e+00  6.1279900000e+05
  7.3741300000e+02  1.0042100000e+00  6.1308700000e+05
  7.3744100000e+02  1.0038900000e+00  6.1337000000e+05
  7.3746800000e+02  1.0035800000e+00  6.1365600000e+05
  7.3749500000e+02  1.0032700000e+00  6.1394100000e+05
  7.3752300000e+02  1.0029600000e+00  6.1423000000e+05
  7.3755000000e+02  1.0026400000e+00  6.1451300000e+05
  7.3757700000e+02  1.0023300000e+00  6.1479900000e+05
  7.3760400000e+02  1.0020200000e+00  6.1508800000e+05
  7.3763200000e+02  1.0017100000e+00  6.1536900000e+05
  7.3765900000e+02  1.0014000000e+00  6.1565300000e+05
  7.3768600000e+02  1.0010900000e+00  6.1593700000e+05
  7.3771300000e+02  1.0007800000e+00  6.1622400000e+05
  7.3774100000e+02  1.0004700000e+00  6.1650600000e+05
  7.3776800000e+02  1.0001600000e+00  6.1679000000e+05
  7.3779500000e+02  9.9979600000e-01  6.1710300000e+05
  7.3782200000e+02  9.9936000000e-01  6.1745700000e+05
  7.3785000000e+02  9.9892700000e-01  6.1780900000e+05
  7.3787700000e+02  9.9849500000e-01  6.1816100000e+05
  7.3790400000e+02  9.9806600000e-01  6.1851100000e+05
  7.3793100000e+02  9.9763800000e-01  6.1885800000e+05
  7.3795900000e+02  9.9721300000e-01  6.1920800000e+05
  7.3798600000e+02  9.9679000000e-01  6.1955300000e+05
  7.3801300000e+02  9.9636900000e-01  6.1989800000e+05
  7.3804000000e+02  9.9595000000e-01  6.2024300000e+05
  7.3806800000e+02  9.9553300000e-01  6.2058600000e+05
  7.3809500000e+02  9.9511800000e-01  6.2092900000e+05
  7.3812200000e+02  9.9470600000e-01  6.2127200000e+05
  7.3814900000e+02  9.9429400000e-01  6.2160900000e+05
  7.3817700000e+02  9.9388500000e-01  6.2194700000e+05
  7.3820400000e+02  9.9347800000e-01  6.2228800000e+05
  7.3823100000e+02  9.9307300000e-01  6.2262100000e+05
  7.3825800000e+02  9.9267000000e-01  6.2295600000e+05
  7.3828600000e+02  9.9226800000e-01  6.2329200000e+05
  7.3831300000e+02  9.9186800000e-01  6.2362500000e+05
  7.3834000000e+02  9.9147100000e-01  6.2395600000e+05
  7.3836700000e+02  9.9107400000e-01  6.2429300000e+05
  7.3839500000e+02  9.9068000000e-01  6.2462100000e+05
  7.3842200000e+02  9.9028800000e-01  6.2495200000e+05
  7.3844900000e+02  9.8989700000e-01  6.2527800000e+05
  7.3847600000e+02  9.8950800000e-01  6.2560700000e+05
  7.3850400000e+02  9.8912000000e-01  6.2593400000e+05
  7.3853100000e+02  9.8873500000e-01  6.2626000000e+05
  7.3855800000e+02  9.8835100000e-01  6.2658100000e+05
  7.3858600000e+02  9.8796800000e-01  6.2690600000e+05
  7.3861300000e+02  9.8758700000e-01  6.2723000000e+05
  7.3864000000e+02  9.8720800000e-01  6.2755200000e+05
  7.3866700000e+02  9.8683100000e-01  6.2787300000e+05
  7.3869500000e+02  9.8645500000e-01  6.2819300000e+05
  7.3872200000e+02  9.8608000000e-01  6.2851200000e+05
  7.3874900000e+02  9.8570700000e-01  6.2882900000e+05
  7.3877600000e+02  9.8533600000e-01  6.2914600000e+05
  7.3880400000e+02  9.8496600000e-01  6.2946000000e+05
  7.3883100000e+02  9.8459700000e-01  6.2978300000e+05
  7.3885800000e+02  9.8423000000e-01  6.3009200000e+05
  7.3888500000e+02  9.8386500000e-01  6.3040700000e+05
  7.3891300000e+02  9.8350100000e-01  6.3072200000e+05
  7.3894000000e+02  9.8313800000e-01  6.3103500000e+05
  7.3896700000e+02  9.8277700000e-01  6.3134400000e+05
  7.3899400000e+02  9.8241700000e-01  6.3165400000e+05
  7.3902200000e+02  9.8205800000e-01  6.3196700000e+05
  7.3904900000e+02  9.8170100000e-01  6.3227500000e+05
  7.3907600000e+02  9.8134500000e-01  6.3257900000e+05
  7.3910300000e+02  9.8099100000e-01  6.3289000000e+05
  7.3913100000e+02  9.8063800000e-01  6.3319800000e+05
  7.3915800000e+02  9.8028600000e-01  6.3350300000e+05
  7.3918500000e+02  9.7993500000e-01  6.3380900000e+05
  7.3921200000e+02  9.7958600000e-01  6.3411400000e+05
  7.3924000000e+02  9.7923700000e-01  6.3441700000e+05
  7.3926700000e+02  9.7889000000e-01  6.3472000000e+05
  7.3929400000e+02  9.7854500000e-01  6.3502100000e+05
  7.3932100000e+02  9.7820000000e-01  6.3532400000e+05
  7.3934900000e+02  9.7785700000e-01  6.3562500000e+05
  7.3937600000e+02  9.7751500000e-01  6.3592600000e+05
  7.3940300000e+02  9.7717400000e-01  6.3622600000e+05
  7.3943100000e+02  9.7683400000e-01  6.3652500000e+05
  7.3945800000e+02  9.7649600000e-01  6.3682100000e+05
  7.3948500000e+02  9.7615800000e-01  6.3712200000e+05
  7.3951200000e+02  9.7582200000e-01  6.3741800000e+05
  7.3954000000e+02  9.7548600000e-01  6.3771100000e+05
  7.3956700000e+02  9.7515200000e-01  6.3800800000e+05
  7.3959400000e+02  9.7481900000e-01  6.3830400000e+05
  7.3962100000e+02  9.7448700000e-01  6.3859800000e+05
  7.3964900000e+02  9.7415600000e-01  6.3888900000e+05
  7.3967600000e+02  9.7382700000e-01  6.3918500000e+05
  7.3970300000e+02  9.7349800000e-01  6.3947700000e+05
  7.3973000000e+02  9.7317000000e-01  6.3976500000e+05
  7.3975800000e+02  9.7284300000e-01  6.4005700000e+05
  7.3978500000e+02  9.7251800000e-01  6.4034900000e+05
  7.3981200000e+02  9.7219300000e-01  6.4063800000e+05
  7.3983900000e+02  9.7186900000e-01  6.4092700000e+05
  7.3986700000e+02  9.7154700000e-01  6.4121900000e+05
  7.3989400000e+02  9.7122500000e-01  6.4150600000e+05
  7.3992100000e+02  9.7090400000e-01  6.4179200000e+05
  7.3994800000e+02  9.7058500000e-01  6.4207900000e+05
  7.3997600000e+02  9.7026600000e-01  6.4236600000e+05
  7.4000300000e+02  9.6994800000e-01  6.4265000000e+05
  7.4003000000e+02  9.6963100000e-01  6.4293800000e+05
  7.4005700000e+02  9.6931500000e-01  6.4322200000e+05
  7.4008500000e+02  9.6900000000e-01  6.4350400000e+05
  7.4011200000e+02  9.6868600000e-01  6.4379200000e+05
  7.4013900000e+02  9.6837300000e-01  6.4407400000e+05
  7.4016600000e+02  9.6806100000e-01  6.4435300000e+05
  7.4019400000e+02  9.6775000000e-01  6.4463600000e+05
  7.4022100000e+02  9.6743900000e-01  6.4491800000e+05
  7.4024800000e+02  9.6713000000e-01  6.4519800000e+05
  7.4027500000e+02  9.6682100000e-01  6.4547800000e+05
  7.4030300000e+02  9.6651300000e-01  6.4575800000e+05
  7.4033000000e+02  9.6620600000e-01  6.4603800000e+05
  7.4035700000e+02  9.6590000000e-01  6.4631800000e+05
  7.4038400000e+02  9.6559500000e-01  6.4659600000e+05
  7.4041200000e+02  9.6529100000e-01  6.4687000000e+05
  7.4043900000e+02  9.6498700000e-01  6.4714800000e+05
  7.4046600000e+02  9.6468500000e-01  6.4742600000e+05
  7.4049400000e+02  9.6438300000e-01  6.4770100000e+05
  7.4052100000e+02  9.6408200000e-01  6.4797600000e+05
  7.4054800000e+02  9.6378200000e-01  6.4824900000e+05
  7.4057500000e+02  9.6348200000e-01  6.4852700000e+05
  7.4060300000e+02  9.6318400000e-01  6.4880000000e+05
  7.4063000000e+02  9.6288600000e-01  6.4907600000e+05
  7.4065700000e+02  9.6258900000e-01  6.4934600000e+05
  7.4068400000e+02  9.6229300000e-01  6.4961900000e+05
  7.4071200000e+02  9.6199700000e-01  6.4989200000e+05
  7.4073900000e+02  9.6170300000e-01  6.5016300000e+05
  7.4076600000e+02  9.6140900000e-01  6.5043100000e+05
  7.4079300000e+02  9.6111600000e-01  6.5070700000e+05
  7.4082100000e+02  9.6082300000e-01  6.5097500000e+05
  7.4084800000e+02  9.6053200000e-01  6.5124600000e+05
  7.4087500000e+02  9.6024100000e-01  6.5151700000e+05
  7.4090200000e+02  9.5995100000e-01  6.5178000000e+05
  7.4093000000e+02  9.5966100000e-01  6.5205100000e+05
  7.4095700000e+02  9.5937300000e-01  6.5231700000e+05
  7.4098400000e+02  9.5908500000e-01  6.5258800000e+05
  7.4101100000e+02  9.5879800000e-01  6.5285500000e+05
  7.4103900000e+02  9.5851100000e-01  6.5311800000e+05
  7.4106600000e+02  9.5822600000e-01  6.5338500000e+05
  7.4109300000e+02  9.5794100000e-01  6.5365100000e+05
  7.4112000000e+02  9.5765600000e-01  6.5391400000e+05
  7.4114800000e+02  9.5737300000e-01  6.5418100000e+05
  7.4117500000e+02  9.5709000000e-01  6.5444800000e+05
  7.4120200000e+02  9.5680800000e-01  6.5471200000e+05
  7.4122900000e+02  9.5652600000e-01  6.5497000000e+05
  7.4125700000e+02  9.5624500000e-01  6.5523700000e+05
  7.4128400000e+02  9.5596500000e-01  6.5549800000e+05
  7.4131100000e+02  9.5568600000e-01  6.5576200000e+05
  7.4133800000e+02  9.5540700000e-01  6.5602300000e+05
  7.4136600000e+02  9.5512900000e-01  6.5628200000e+05
  7.4139300000e+02  9.5485100000e-01  6.5654400000e+05
  7.4142000000e+02  9.5457500000e-01  6.5680800000e+05
  7.4144800000e+02  9.5429800000e-01  6.5706400000e+05
  7.4147500000e+02  9.5402300000e-01  6.5732600000e+05
  7.4150200000e+02  9.5374800000e-01  6.5758200000e+05
  7.4152900000e+02  9.5347400000e-01  6.5784200000e+05
  7.4155700000e+02  9.5320000000e-01  6.5809800000e+05
  7.4158400000e+02  9.5292800000e-01  6.5835500000e+05
  7.4161100000e+02  9.5265500000e-01  6.5861500000e+05
  7.4163800000e+02  9.5238400000e-01  6.5887200000e+05
  7.4166600000e+02  9.5211300000e-01  6.5912900000e+05
  7.4169300000e+02  9.5184200000e-01  6.5938600000e+05
  7.4172000000e+02  9.5157200000e-01  6.5964300000e+05
  7.4174700000e+02  9.5130300000e-01  6.5989700000e+05
  7.4177500000e+02  9.5103500000e-01  6.6015400000e+05
  7.4180200000e+02  9.5076700000e-01  6.6040700000e+05
  7.4182900000e+02  9.5049900000e-01  6.6066400000e+05
  7.4185600000e+02  9.5023200000e-01  6.6091900000e+05
  7.4188400000e+02  9.4996600000e-01  6.6116800000e+05
  7.4191100000e+02  9.4970100000e-01  6.6142300000e+05
  7.4193800000e+02  9.4943600000e-01  6.6167500000e+05
  7.4196500000e+02  9.4917100000e-01  6.6192700000e+05
  7.4199300000e+02  9.4890800000e-01  6.6218000000e+05
  7.4202000000e+02  9.4864400000e-01  6.6243600000e+05
  7.4204700000e+02  9.4838200000e-01  6.6268400000e+05
  7.4207400000e+02  9.4812000000e-01  6.6293600000e+05
  7.4210200000e+02  9.4785800000e-01  6.6318700000e+05
  7.4212900000e+02  9.4759700000e-01  6.6343600000e+05
  7.4215600000e+02  9.4733700000e-01  6.6368900000e+05
  7.4218300000e+02  9.4707700000e-01  6.6393600000e+05
  7.4221100000e+02  9.4681800000e-01  6.6418300000e+05
  7.4223800000e+02  9.4655900000e-01  6.6443300000e+05
  7.4226500000e+02  9.4630100000e-01  6.6468000000e+05
  7.4229200000e+02  9.4604300000e-01  6.6493100000e+05
  7.4232000000e+02  9.4578600000e-01  6.6517800000e+05
  7.4234700000e+02  9.4553000000e-01  6.6542600000e+05
  7.4237400000e+02  9.4527400000e-01  6.6567300000e+05
  7.4240100000e+02  9.4501800000e-01  6.6592100000e+05
  7.4242900000e+02  9.4476300000e-01  6.6616800000e+05
  7.4245600000e+02  9.4450900000e-01  6.6641100000e+05
  7.4248300000e+02  9.4425500000e-01  6.6665900000e+05
  7.4251100000e+02  9.4400200000e-01  6.6690400000e+05
  7.4253800000e+02  9.4374900000e-01  6.6714900000e+05
  7.4256500000e+02  9.4349600000e-01  6.6739500000e+05
  7.4259200000e+02  9.4324500000e-01  6.6763700000e+05
  7.4262000000e+02  9.4299300000e-01  6.6788300000e+05
  7.4264700000e+02  9.4274300000e-01  6.6812600000e+05
  7.4267400000e+02  9.4249200000e-01  6.6836900000e+05
  7.4270100000e+02  9.4224300000e-01  6.6861200000e+05
  7.4272900000e+02  9.4199300000e-01  6.6885500000e+05
  7.4275600000e+02  9.4174500000e-01  6.6909800000e+05
  7.4278300000e+02  9.4149600000e-01  6.6933900000e+05
  7.4281000000e+02  9.4124900000e-01  6.6958200000e+05
  7.4283800000e+02  9.4100100000e-01  6.6982200000e+05
  7.4286500000e+02  9.4075500000e-01  6.7006600000e+05
  7.4289200000e+02  9.4050800000e-01  6.7030400000e+05
  7.4291900000e+02  9.4026300000e-01  6.7054500000e+05
  7.4294700000e+02  9.4001700000e-01  6.7078700000e+05
  7.4297400000e+02  9.3977200000e-01  6.7102400000e+05
  7.4300100000e+02  9.3952800000e-01  6.7126300000e+05
  7.4302800000e+02  9.3928400000e-01  6.7150100000e+05
  7.4305600000e+02  9.3904100000e-01  6.7174000000e+05
  7.4308300000e+02  9.3879800000e-01  6.7198300000e+05
  7.4311000000e+02  9.3855600000e-01  6.7221800000e+05
  7.4313700000e+02  9.3831400000e-01  6.7245800000e+05
  7.4316500000e+02  9.3807200000e-01  6.7269300000e+05
  7.4319200000e+02  9.3783100000e-01  6.7293500000e+05
  7.4321900000e+02  9.3759000000e-01  6.7316700000e+05
  7.4324600000e+02  9.3735000000e-01  6.7340500000e+05
  7.4327400000e+02  9.3711100000e-01  6.7364100000e+05
  7.4330100000e+02  9.3687100000e-01  6.7387900000e+05
  7.4332800000e+02  9.3663300000e-01  6.7411300000e+05
  7.4335600000e+02  9.3639400000e-01  6.7435000000e+05
  7.4338300000e+02  9.3615600000e-01  6.7458700000e+05
  7.4341000000e+02  9.3591900000e-01  6.7482100000e+05
  7.4343700000e+02  9.3568200000e-01  6.7505500000e+05
  7.4346500000e+02  9.3544500000e-01  6.7528900000e+05
  7.4349200000e+02  9.3520900000e-01  6.7552300000e+05
  7.4351900000e+02  9.3497400000e-01  6.7575600000e+05
  7.4354600000e+02  9.3473800000e-01  6.7599000000e+05
  7.4357400000e+02  9.3450400000e-01  6.7622700000e+05
  7.4360100000e+02  9.3426900000e-01  6.7645800000e+05
  7.4362800000e+02  9.3403500000e-01  6.7668900000e+05
  7.4365500000e+02  9.3380200000e-01  6.7692000000e+05
  7.4368300000e+02  9.3356900000e-01  6.7715100000e+05
  7.4371000000e+02  9.3333600000e-01  6.7738800000e+05
  7.4373700000e+02  9.3310400000e-01  6.7761700000e+05
  7.4376400000e+02  9.3287200000e-01  6.7784500000e+05
  7.4379200000e+02  9.3264100000e-01  6.7808000000e+05
  7.4381900000e+02  9.3241000000e-01  6.7831100000e+05
  7.4384600000e+02  9.3217900000e-01  6.7854000000e+05
  7.4387300000e+02  9.3194900000e-01  6.7877300000e+05
  7.4390100000e+02  9.3171900000e-01  6.7900100000e+05
  7.4392800000e+02  9.3149000000e-01  6.7922800000e+05
  7.4395500000e+02  9.3126100000e-01  6.7946000000e+05
  7.4398200000e+02  9.3103300000e-01  6.7968900000e+05
  7.4401000000e+02  9.3080500000e-01  6.7991500000e+05
  7.4403700000e+02  9.3057700000e-01  6.8014400000e+05
  7.4406400000e+02  9.3035000000e-01  6.8037400000e+05
  7.4409100000e+02  9.3012300000e-01  6.8060000000e+05
  7.4411900000e+02  9.2989600000e-01  6.8082900000e+05
  7.4414600000e+02  9.2967000000e-01  6.8105400000e+05
  7.4417300000e+02  9.2944500000e-01  6.8128000000e+05
  7.4420000000e+02  9.2921900000e-01  6.8150700000e+05
  7.4422800000e+02  9.2899400000e-01  6.8173500000e+05
  7.4425500000e+02  9.2877000000e-01  6.8196400000e+05
  7.4428200000e+02  9.2854600000e-01  6.8218500000e+05
  7.4430900000e+02  9.2832200000e-01  6.8241300000e+05
  7.4433700000e+02  9.2809900000e-01  6.8263700000e+05
  7.4436400000e+02  9.2787600000e-01  6.8286400000e+05
  7.4439100000e+02  9.2765300000e-01  6.8309100000e+05
  7.4441900000e+02  9.2743100000e-01  6.8331400000e+05
  7.4444600000e+02  9.2720900000e-01  6.8353800000e+05
  7.4447300000e+02  9.2698800000e-01  6.8376200000e+05
  7.4450000000e+02  9.2676700000e-01  6.8398500000e+05
  7.4452800000e+02  9.2654600000e-01  6.8420700000e+05
  7.4455500000e+02  9.2632600000e-01  6.8443200000e+05
  7.4458200000e+02  9.2610600000e-01  6.8465900000e+05
  7.4460900000e+02  9.2588600000e-01  6.8487900000e+05
  7.4463700000e+02  9.2566700000e-01  6.8510400000e+05
  7.4466400000e+02  9.2544800000e-01  6.8532400000e+05
  7.4469100000e+02  9.2523000000e-01  6.8554600000e+05
  7.4471800000e+02  9.2501200000e-01  6.8576500000e+05
  7.4474600000e+02  9.2479400000e-01  6.8598800000e+05
  7.4477300000e+02  9.2457700000e-01  6.8620900000e+05
  7.4480000000e+02  9.2436000000e-01  6.8643300000e+05
  7.4482700000e+02  9.2414300000e-01  6.8665300000e+05
  7.4485500000e+02  9.2392700000e-01  6.8687400000e+05
  7.4488200000e+02  9.2371100000e-01  6.8709500000e+05
  7.4490900000e+02  9.2349600000e-01  6.8731100000e+05
  7.4493600000e+02  9.2328000000e-01  6.8753200000e+05
  7.4496400000e+02  9.2306600000e-01  6.8774900000e+05
  7.4499100000e+02  9.2285100000e-01  6.8797000000e+05
  7.4501800000e+02  9.2263700000e-01  6.8819200000e+05
  7.4504500000e+02  9.2242300000e-01  6.8840900000e+05
  7.4507300000e+02  9.2221000000e-01  6.8862600000e+05
  7.4510000000e+02  9.2199700000e-01  6.8884600000e+05
  7.4512700000e+02  9.2178400000e-01  6.8906600000e+05
  7.4515400000e+02  9.2157200000e-01  6.8928400000e+05
  7.4518200000e+02  9.2136000000e-01  6.8950100000e+05
  7.4520900000e+02  9.2114800000e-01  6.8971800000e+05
  7.4523600000e+02  9.2093700000e-01  6.8993400000e+05
  7.4526300000e+02  9.2072600000e-01  6.9015500000e+05
  7.4529100000e+02  9.2051500000e-01  6.9036700000e+05
  7.4531800000e+02  9.2030500000e-01  6.9058700000e+05
  7.4534500000e+02  9.2009500000e-01  6.9080300000e+05
  7.4537300000e+02  9.1988500000e-01  6.9101700000e+05
  7.4540000000e+02  9.1967600000e-01  6.9123200000e+05
  7.4542700000e+02  9.1946700000e-01  6.9145000000e+05
  7.4545400000e+02  9.1925800000e-01  6.9166600000e+05
  7.4548200000e+02  9.1905000000e-01  6.9187800000e+05
  7.4550900000e+02  9.1884200000e-01  6.9209400000e+05
  7.4553600000e+02  9.1863400000e-01  6.9230900000e+05
  7.4556300000e+02  9.1842700000e-01  6.9252600000e+05
  7.4559100000e+02  9.1822000000e-01  6.9273900000e+05
  7.4561800000e+02  9.1801400000e-01  6.9295300000e+05
  7.4564500000e+02  9.1780700000e-01  6.9316600000e+05
  7.4567200000e+02  9.1760100000e-01  6.9338100000e+05
  7.4570000000e+02  9.1739600000e-01  6.9359100000e+05
  7.4572700000e+02  9.1719000000e-01  6.9380700000e+05
  7.4575400000e+02  9.1698500000e-01  6.9401500000e+05
  7.4578100000e+02  9.1678100000e-01  6.9423300000e+05
  7.4580900000e+02  9.1657600000e-01  6.9444300000e+05
  7.4583600000e+02  9.1637200000e-01  6.9465200000e+05
  7.4586300000e+02  9.1616900000e-01  6.9486600000e+05
  7.4589000000e+02  9.1596500000e-01  6.9507900000e+05
  7.4591800000e+02  9.1576200000e-01  6.9529100000e+05
  7.4594500000e+02  9.1555900000e-01  6.9550200000e+05
  7.4597200000e+02  9.1535700000e-01  6.9571000000e+05
  7.4599900000e+02  9.1515500000e-01  6.9592400000e+05
  7.4602700000e+02  9.1495300000e-01  6.9613500000e+05
  7.4605400000e+02  9.1475200000e-01  6.9634400000e+05
  7.4608100000e+02  9.1455100000e-01  6.9655600000e+05
  7.4610800000e+02  9.1435000000e-01  6.9676200000e+05
  7.4613600000e+02  9.1414900000e-01  6.9697300000e+05
  7.4616300000e+02  9.1394900000e-01  6.9718000000e+05
  7.4619000000e+02  9.1374900000e-01  6.9739400000e+05
  7.4621700000e+02  9.1354900000e-01  6.9760300000e+05
  7.4624500000e+02  9.1335000000e-01  6.9780900000e+05
  7.4627200000e+02  9.1315100000e-01  6.9801900000e+05
  7.4629900000e+02  9.1295200000e-01  6.9822800000e+05
  7.4632700000e+02  9.1275400000e-01  6.9843500000e+05
  7.4635400000e+02  9.1255600000e-01  6.9864300000e+05
  7.4638100000e+02  9.1235800000e-01  6.9885200000e+05
  7.4640800000e+02  9.1216100000e-01  6.9905800000e+05
  7.4643600000e+02  9.1196400000e-01  6.9926700000e+05
  7.4646300000e+02  9.1176700000e-01  6.9947400000e+05
  7.4649000000e+02  9.1157000000e-01  6.9967800000e+05
  7.4651700000e+02  9.1137400000e-01  6.9988800000e+05
  7.4654500000e+02  9.1117800000e-01  7.0008900000e+05
  7.4657200000e+02  9.1098200000e-01  7.0029900000e+05
  7.4659900000e+02  9.1078700000e-01  7.0050400000e+05
  7.4662600000e+02  9.1059200000e-01  7.0071000000e+05
  7.4665400000e+02  9.1039700000e-01  7.0091500000e+05
  7.4668100000e+02  9.1020300000e-01  7.0112100000e+05
  7.4670800000e+02  9.1000900000e-01  7.0132700000e+05
  7.4673500000e+02  9.0981500000e-01  7.0153200000e+05
  7.4676300000e+02  9.0962100000e-01  7.0173800000e+05
  7.4679000000e+02  9.0942800000e-01  7.0194200000e+05
  7.4681700000e+02  9.0923500000e-01  7.0214500000e+05
  7.4684400000e+02  9.0904200000e-01  7.0235000000e+05
  7.4687200000e+02  9.0885000000e-01  7.0255500000e+05
  7.4689900000e+02  9.0865800000e-01  7.0275600000e+05
  7.4692600000e+02  9.0846600000e-01  7.0295800000e+05
  7.4695300000e+02  9.0827500000e-01  7.0316400000e+05
  7.4698100000e+02  9.0808300000e-01  7.0336600000e+05
  7.4700800000e+02  9.0789200000e-01  7.0357000000e+05
  7.4703500000e+02  9.0770200000e-01  7.0377400000e+05
  7.4706200000e+02  9.0751100000e-01  7.0397800000e+05
  7.4709000000e+02  9.0732100000e-01  7.0417900000e+05
  7.4711700000e+02  9.0713100000e-01  7.0438000000e+05
  7.4714400000e+02  9.0694200000e-01  7.0458400000e+05
  7.4717100000e+02  9.0675300000e-01  7.0478200000e+05
  7.4719900000e+02  9.0656400000e-01  7.0498600000e+05
  7.4722600000e+02  9.0637500000e-01  7.0518400000e+05
  7.4725300000e+02  9.0618700000e-01  7.0538500000e+05
  7.4728000000e+02  9.0599900000e-01  7.0559000000e+05
  7.4730800000e+02  9.0581100000e-01  7.0578900000e+05
  7.4733500000e+02  9.0562300000e-01  7.0598700000e+05
  7.4736200000e+02  9.0543600000e-01  7.0618700000e+05
  7.4739000000e+02  9.0524900000e-01  7.0638600000e+05
  7.4741700000e+02  9.0506300000e-01  7.0658800000e+05
  7.4744400000e+02  9.0487600000e-01  7.0679000000e+05
  7.4747100000e+02  9.0469000000e-01  7.0698900000e+05
  7.4749900000e+02  9.0450400000e-01  7.0718500000e+05
  7.4752600000e+02  9.0431900000e-01  7.0738700000e+05
  7.4755300000e+02  9.0413300000e-01  7.0758500000e+05
  7.4758000000e+02  9.0394800000e-01  7.0778400000e+05
  7.4760800000e+02  9.0376400000e-01  7.0798000000e+05
  7.4763500000e+02  9.0357900000e-01  7.0817900000e+05
  7.4766200000e+02  9.0339500000e-01  7.0837900000e+05
  7.4768900000e+02  9.0321100000e-01  7.0857800000e+05
  7.4771700000e+02  9.0302700000e-01  7.0877200000e+05
  7.4774400000e+02  9.0284400000e-01  7.0897200000e+05
  7.4777100000e+02  9.0266100000e-01  7.0916900000e+05
  7.4779800000e+02  9.0247800000e-01  7.0936500000e+05
  7.4782600000e+02  9.0229500000e-01  7.0956400000e+05
  7.4785300000e+02  9.0211300000e-01  7.0975800000e+05
  7.4788000000e+02  9.0193100000e-01  7.0995600000e+05
  7.4790700000e+02  9.0174900000e-01  7.1015100000e+05
  7.4793500000e+02  9.0156800000e-01  7.1035100000e+05
  7.4796200000e+02  9.0138700000e-01  7.1054500000e+05
  7.4798900000e+02  9.0120600000e-01  7.1074100000e+05
  7.4801600000e+02  9.0102500000e-01  7.1093800000e+05
  7.4804400000e+02  9.0084500000e-01  7.1113000000e+05
  7.4807100000e+02  9.0066500000e-01  7.1132300000e+05
  7.4809800000e+02  9.0048500000e-01  7.1152000000e+05
  7.4812500000e+02  9.0030500000e-01  7.1171600000e+05
  7.4815300000e+02  9.0012600000e-01  7.1190800000e+05
  7.4818000000e+02  8.9994700000e-01  7.1210300000e+05
  7.4820700000e+02  8.9976800000e-01  7.1230200000e+05
  7.4823400000e+02  8.9958900000e-01  7.1249400000e+05
  7.4826200000e+02  8.9941100000e-01  7.1268700000e+05
  7.4828900000e+02  8.9923300000e-01  7.1288000000e+05
  7.4831600000e+02  8.9905500000e-01  7.1307600000e+05
  7.4834400000e+02  8.9887800000e-01  7.1326900000e+05
  7.4837100000e+02  8.9870000000e-01  7.1346200000e+05
  7.4839800000e+02  8.9852300000e-01  7.1365200000e+05
  7.4842500000e+02  8.9834700000e-01  7.1384400000e+05
  7.4845300000e+02  8.9817000000e-01  7.1404600000e+05
  7.4848000000e+02  8.9799400000e-01  7.1423400000e+05
  7.4850700000e+02  8.9781800000e-01  7.1442800000e+05
  7.4853400000e+02  8.9764300000e-01  7.1461500000e+05
  7.4856200000e+02  8.9746700000e-01  7.1480800000e+05
  7.4858900000e+02  8.9729200000e-01  7.1500000000e+05
  7.4861600000e+02  8.9711700000e-01  7.1519100000e+05
  7.4864300000e+02  8.9694200000e-01  7.1538400000e+05
  7.4867100000e+02  8.9676800000e-01  7.1557100000e+05
  7.4869800000e+02  8.9659400000e-01  7.1576500000e+05
  7.4872500000e+02  8.9642000000e-01  7.1594700000e+05
  7.4875200000e+02  8.9624600000e-01  7.1614300000e+05
  7.4878000000e+02  8.9607300000e-01  7.1633100000e+05
  7.4880700000e+02  8.9590000000e-01  7.1651900000e+05
  7.4883400000e+02  8.9572700000e-01  7.1671300000e+05
  7.4886100000e+02  8.9555500000e-01  7.1689800000e+05
  7.4888900000e+02  8.9538200000e-01  7.1708900000e+05
  7.4891600000e+02  8.9521000000e-01  7.1727700000e+05
  7.4894300000e+02  8.9503800000e-01  7.1746400000e+05
  7.4897000000e+02  8.9486700000e-01  7.1765700000e+05
  7.4899800000e+02  8.9469500000e-01  7.1784300000e+05
  7.4902500000e+02  8.9452400000e-01  7.1802800000e+05
  7.4905200000e+02  8.9435400000e-01  7.1821400000e+05
  7.4907900000e+02  8.9418300000e-01  7.1840100000e+05
  7.4910700000e+02  8.9401300000e-01  7.1859500000e+05
  7.4913400000e+02  8.9384300000e-01  7.1878400000e+05
